source_excel_row,brand,inferred_brand_method,tsw_supplier_sku,manufacturer_part_number,Categaory,prod,countryoforigin,tariffcd,eccnclasscd,Prod Description,Stocking Unit,Selling Unit,Selling_Conv,weight,Length,Width,Height,Pack Qty,BOX Qty,CASE Qty,CTN Qty,PLT Qty,All_Barcodes,UPC_List
4870,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050517,050517,AUTOMATIC TT PARTS,TTT050517,US,8205595560,,CABLE STARTER BODY,EACH,EACH,1,0.0015,2,0.5,0.25,,,,,,,
4871,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050518,050518,AUTOMATIC TT PARTS,TTT050518,US,8205595560,,CABLE STARTER HANDLE,EACH,EACH,1,0.005,2,0.5,0.25,,,,,,,
4872,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050520,050520,AUTOMATIC TT PARTS,TTT050520,US,8205595560,,TENSION PLATE ADJUSTMENT SHAFT,EACH,EACH,1,0.0115,1.5,0.5,0.5,,,,,,,
4873,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050521,050521,AUTOMATIC TT PARTS,TTT050521,US,8205595560,,TENSION ADJUSTMENT BLOCK,EACH,EACH,1,0.0275,1.75,0.75,0.75,,,,,,,
4874,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050522,050522,AUTOMATIC TT PARTS,TTT050522,US,8205595560,,TENSION ADJUSTMENT SCREW,EACH,EACH,1,0.0035,2,0.5,0.5,,,,,,,
4875,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050525,050525,AUTOMATIC TT PARTS,TTT050525,US,8205595560,,THUMBSCREW,EACH,EACH,1,0.005,1,0.75,0.75,,,,,,,
4876,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050526,050526,AUTOMATIC TT PARTS,TTT050526,,,,WARNING LABEL,EACH,EACH,1,0.001,,,,,,,,,,
4877,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050527,050527,AUTOMATIC TT PARTS,TTT050527,,,,WARNING LABEL,EACH,EACH,1,0.001,,,,,,,,,,
4878,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050529,050529,AUTOMATIC TT PARTS,TTT050529,US,8205595560,,BLADE PROTECTOR,EACH,EACH,1,0.003,3.5,0.75,0.1,,,,,,,
4879,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050531,050531,AUTOMATIC TT PARTS,TTT050531,,,,BUSHING,EACH,EACH,1,0.002,,,,,,,,,,
4880,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050533,050533,AUTOMATIC TT PARTS,TTT050533,US,8205595560,,SPRING CATCHER,EACH,EACH,1,0.0035,0.75,0.5,0.25,,,,,,,
4881,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050534,050534,AUTOMATIC TT PARTS,TTT050534,,,,FILLER ADAPTER,EACH,EACH,1,0.055,,,,,,,,,,
4882,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050536,050536,AUTOMATIC TT PARTS,TTT050536,US,8205595560,,BLADE PROTECTOR,EACH,EACH,1,0.004,1.2,0.75,0.1,,,,,,,
4883,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050537,050537,AUTOMATIC TT PARTS,TTT050537,US,8205595560,,BLADE PROTECTOR CLIP,EACH,EACH,1,0.0035,1,0.75,0.1,,,,,,,
4884,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050539,050539,AUTOMATIC TT PARTS,TTT050539,US,8205595560,,COVER LABEL,EACH,EACH,1,0.001,3.25,2,0.1,,,,,,,
4885,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050540,050540,AUTOMATIC TT PARTS,TTT050540,US,8205595560,,FILLER ADAPTER LATCH,EACH,EACH,1,0.001,0.75,0.25,0.25,,,,,,,
4886,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050543,050543,AUTOMATIC TT PARTS,TTT050543,US,8205595560,,KNOB,EACH,EACH,1,0.001,0.5,0.5,0.5,,,,,,,
4887,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050544,050544,AUTOMATIC TT PARTS,TTT050544,US,8205595560,,PLUNGER RELEASE LEVER,EACH,EACH,1,0.005,1,0.5,0.25,,,,,,,
4888,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050549F,050549F,AUTOMATIC TT PARTS,TTT050549F,,,,HEAD AND FILLER END,EACH,EACH,1,1.133,,,,,,,,,,
4889,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050551,050551,AUTOMATIC TT PARTS,TTT050551,US,8205595560,,CABLE STARTER ASSEMBLY,EACH,EACH,1,0.024,4,1.5,0.75,,,,,,,
4890,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050552,050552,AUTOMATIC TT PARTS,TTT050552,US,8205595560,,CABLE STARTER HOUSING,EACH,EACH,1,0.013,1.5,1,0.25,,,,,,,
4891,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050557,050557,AUTOMATIC TT PARTS,TTT050557,US,8205595560,,CURVED TUBE WIPER,EACH,EACH,1,0.008,2,1,0.1,,,,,,,
4892,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050558,050558,AUTOMATIC TT PARTS,TTT050558,US,8205595560,,CURVED TUBE WIPER RETAINER,EACH,EACH,1,0.0465,3.25,1.5,0.25,,,,,,,
4893,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050559F,050559F,AUTOMATIC TT PARTS,TTT050559F,US,8205595560,,PUMP TUBE RETAINING CLIP,EACH,EACH,1,0.0015,1.3,0.25,0.25,,,,,,,
4894,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050560,050560,AUTOMATIC TT PARTS,TTT050560,US,8205595560,,BALL SPRING,EACH,EACH,1,0.002,0.75,0.25,0.25,,,,,,,
4895,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050561,050561,AUTOMATIC TT PARTS,TTT050561,US,8205595560,,SPACER 8.15X14.3,EACH,EACH,1,0.002,0.6,0.6,0.2,,,,,,,
4896,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050562,050562,AUTOMATIC TT PARTS,TTT050562,US,8205595560,,FILLER CAP GASKET,EACH,EACH,1,0.0025,1.25,1.25,0.1,,,,,,,
4897,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050563,050563,AUTOMATIC TT PARTS,TTT050563,,,,TAPE SUPPORT FLANGE,EACH,EACH,1,0.001,,,,,,,,,,
4898,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050564,050564,AUTOMATIC TT PARTS,TTT050564,US,8205595560,,FILLER ADAPTER HOUSING,EACH,EACH,1,0.0025,1.3,1.3,0.3,,,,,,,
4899,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050565,050565,AUTOMATIC TT PARTS,TTT050565,US,8205595560,,FILLER ADAPTER HOUSING TIP,EACH,EACH,1,0.0015,0.5,0.4,0.4,,,,,,,
4900,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050566,050566,AUTOMATIC TT PARTS,TTT050566,US,8205595560,,FILLER ADAPTER LOCK,EACH,EACH,1,0.001,0.6,0.3,0.3,,,,,,,
4901,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050567,050567,AUTOMATIC TT PARTS,TTT050567,US,8205595560,,FILLER ADAPTER TIP HOLDER,EACH,EACH,1,0.0015,0.5,0.3,0.3,,,,,,,
4902,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050568,050568,AUTOMATIC TT PARTS,TTT050568,,,,FILLER ADAPTER PLUNGER,EACH,EACH,1,0.001,,,,,,,,,,
4903,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050569,050569,AUTOMATIC TT PARTS,TTT050569,US,8205595560,,FILLER ADAPTER VALVE PLATE,EACH,EACH,1,0.0035,1.2,1,0.1,,,,,,,
4904,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050570,050570,AUTOMATIC TT PARTS,TTT050570,US,8205595560,,FILLER ADAPTER SPRING,EACH,EACH,1,0.0015,0.75,0.25,0.25,,,,,,,
4905,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050571F,050571F,AUTOMATIC TT PARTS,TTT050571F,US,8205595560,,VALVE AND HOLDER,EACH,EACH,1,0.0015,3,2,0.75,,,,,,,
4906,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050572,050572,AUTOMATIC TT PARTS,TTT050572,US,8205595560,,SPRING CATCHER,EACH,EACH,1,0.002,0.8,0.4,0.25,,,,,,,
4907,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050573,050573,AUTOMATIC TT PARTS,TTT050573,US,8205595560,,SIDE PLATE CUSHION,EACH,EACH,1,0.003,2,0.75,0.1,,,,,,,
4908,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050574F,050574F,AUTOMATIC TT PARTS,TTT050574F,US,8205595560,,DRIVE DRUM ASSY,EACH,EACH,1,0.236,2.3,2.3,0.75,,,,,,,
4909,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050576,050576,AUTOMATIC TT PARTS,TTT050576,,,,KNIFE HOUSING,EACH,EACH,1,0.2525,,,,,,,,,,
4910,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050577,050577,AUTOMATIC TT PARTS,TTT050577,,,,KNIFE HOUSING,EACH,EACH,1,0.263,,,,,,,,,,
4911,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050579,050579,AUTOMATIC TT PARTS,TTT050579,US,8205595560,,DRIVE DOG,EACH,EACH,1,0.001,0.5,0.2,0.2,,,,,,,
4912,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050580,050580,AUTOMATIC TT PARTS,TTT050580,,,,DRIVE DOG SPRING,EACH,EACH,1,0.0005,,,,,,,,,,
4913,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050581,050581,AUTOMATIC TT PARTS,TTT050581,,,,DRIVE DOG PIN,EACH,EACH,1,0.0005,,,,,,,,,,
4914,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050582,050582,AUTOMATIC TT PARTS,TTT050582,US,8205595560,,E-CLIP,EACH,EACH,1,0.0005,0.25,0.25,0.1,,,,,,,
4915,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050583,050583,AUTOMATIC TT PARTS,TTT050583,US,8205595560,,SHAFT,EACH,EACH,1,0.0285,1.5,0.75,0.75,,,,,,,
4916,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050584,050584,AUTOMATIC TT PARTS,TTT050584,,,,SHAFT LOCKING SCREW,EACH,EACH,1,0.001,,,,,,,,,,
4917,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050585,050585,AUTOMATIC TT PARTS,TTT050585,US,8205595560,,CLIP,EACH,EACH,1,0.001,0.25,0.25,0.1,,,,,,,
4918,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050586,050586,AUTOMATIC TT PARTS,TTT050586,,,,CABLE WIRE,EACH,EACH,1,0.017,,,,,,,,,,
4919,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050587,050587,AUTOMATIC TT PARTS,TTT050587,US,8205595560,,DRUM RATCHET,EACH,EACH,1,0.0015,1,0.75,0.1,,,,,,,
4920,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050588,050588,AUTOMATIC TT PARTS,TTT050588,,,,DRIVE DRUM GEAR,EACH,EACH,1,0.001,,,,,,,,,,
4921,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050589,050589,AUTOMATIC TT PARTS,TTT050589,,,,WASHER,EACH,EACH,1,0.001,,,,,,,,,,
4922,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050590,050590,AUTOMATIC TT PARTS,TTT050590,US,8205595560,,SPRING,EACH,EACH,1,0.001,0.25,0.25,0.25,,,,,,,
4923,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050591,050591,AUTOMATIC TT PARTS,TTT050591,,,,DRUM RETAINING PLATE,EACH,EACH,1,0.001,,,,,,,,,,
4924,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050592,050592,AUTOMATIC TT PARTS,TTT050592,,,,DRUM RETAINING PLATE SPRING,EACH,EACH,1,0.001,,,,,,,,,,
4925,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050593,050593,AUTOMATIC TT PARTS,TTT050593,US,8205595560,,DRUM RETAINING PLATE PIN,EACH,EACH,1,0.001,0.25,0.25,0.25,,,,,,,
4926,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050594,050594,AUTOMATIC TT PARTS,TTT050594,US,8205595560,,CABLE DRUM RETAINER,EACH,EACH,1,0.001,0.75,0.3,0.2,,,,,,,
4927,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050595,050595,AUTOMATIC TT PARTS,TTT050595,,,,DRUM RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
4928,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050601,050601,AUTOMATIC TT PARTS,TTT050601,US,8205595560,,NEEDLE HOLDER,EACH,EACH,1,0.005,0.75,0.75,0.75,,,,,,,
4929,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050602,050602,AUTOMATIC TT PARTS,TTT050602,US,8205595560,,GATE VALVE,EACH,EACH,1,0.003,1.5,1,0.75,,,,,,,
4930,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050604,050604,AUTOMATIC TT PARTS,TTT050604,US,8205595560,,DOOR,EACH,EACH,1,0.3825,7.6,8.5,0.5,,,,,,,
4931,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050605,050605,AUTOMATIC TT PARTS,TTT050605,,,,ROD SUPPORT PIN,EACH,EACH,1,0.001,,,,,,,,,,
4932,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050606,050606,AUTOMATIC TT PARTS,TTT050606,US,8205595560,,DOOR LATCH KIT,EACH,EACH,1,0.049,1.2,1.5,0.75,,,,,,,
4933,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050608,050608,AUTOMATIC TT PARTS,TTT050608,,,,HANDLE SLEEVE,EACH,EACH,1,0.1825,,,,,,,,,,
4934,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050609,050609,AUTOMATIC TT PARTS,TTT050609,,,,REEL BEARING,EACH,EACH,1,0.001,,,,,,,,,,
4935,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050610,050610,AUTOMATIC TT PARTS,TTT050610,US,8205595560,,REEL KNOB,EACH,EACH,1,0.044,1.25,1.25,1.25,,,,,,,
4936,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050611,050611,AUTOMATIC TT PARTS,TTT050611,US,8205595560,,THUMBSCREW,EACH,EACH,1,0.004,0.75,0.5,0.5,,,,,,,
4937,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050612,050612,AUTOMATIC TT PARTS,TTT050612,US,8205595560,,KNOB,EACH,EACH,1,0.002,0.5,0.5,0.5,,,,,,,
4938,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050614,050614,AUTOMATIC TT PARTS,TTT050614,,,,NYLOCK NUT,EACH,EACH,1,0.0005,,,,,,,,,,
4939,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050616,050616,AUTOMATIC TT PARTS,TTT050616,,,,FILLER CAP SCREW,EACH,EACH,1,0.001,,,,,,,,,,
4940,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050618,050618,AUTOMATIC TT PARTS,TTT050618,,,,TAPE SUPPORT FLANGE,EACH,EACH,1,0.001,,,,,,,,,,
4941,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050619,050619,AUTOMATIC TT PARTS,TTT050619,,,,GOOSER CAM,EACH,EACH,1,0.01,,,,,,,,,,
4942,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050621,050621,AUTOMATIC TT PARTS,TTT050621,US,8205595560,,SPACER BAR,EACH,EACH,1,0.005,2.5,0.25,0.25,,,,,,,
4943,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050622,050622,AUTOMATIC TT PARTS,TTT050622,,,,CONTROL ARM GUIDE,EACH,EACH,1,0.001,,,,,,,,,,
4944,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050625,050625,AUTOMATIC TT PARTS,TTT050625,,,,TRIGGER SLIDE,EACH,EACH,1,0.001,,,,,,,,,,
4945,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050626,050626,AUTOMATIC TT PARTS,TTT050626,,,,TRIGGER SLIDE,EACH,EACH,1,0.001,,,,,,,,,,
4946,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050629,050629,AUTOMATIC TT PARTS,TTT050629,,,,KNOB LOCK,EACH,EACH,1,0.001,,,,,,,,,,
4947,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050630,050630,AUTOMATIC TT PARTS,TTT050630,US,8205595560,,SPRING,EACH,EACH,1,0.004,2,0.25,0.25,,,,,,,
4948,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050631,050631,AUTOMATIC TT PARTS,TTT050631,US,8205595560,,GOOSER CAM,EACH,EACH,1,0.0095,1.2,0.75,0.25,,,,,,,
4949,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050632,050632,AUTOMATIC TT PARTS,TTT050632,,,,CABLE DRUM,EACH,EACH,1,0.0535,,,,,,,,,,
4950,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050633,050633,AUTOMATIC TT PARTS,TTT050633,,,,WIRE FORM,EACH,EACH,1,0.001,,,,,,,,,,
4951,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050634,050634,AUTOMATIC TT PARTS,TTT050634,US,8205595560,,DOOR SEAL,EACH,EACH,1,0.0275,7.8,1,0.25,,,,,,,
4952,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050635,050635,AUTOMATIC TT PARTS,TTT050635,,,,DOOR LATCH,EACH,EACH,1,0.041,,,,,,,,,,
4953,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050640,050640,AUTOMATIC TT PARTS,TTT050640,US,8205595560,,TENSION RELEASE CAM,EACH,EACH,1,0.003,0.75,0.3,0.25,,,,,,,
4954,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050645,050645,AUTOMATIC TT PARTS,TTT050645,US,8205595560,,PRESSURE PLATE,EACH,EACH,1,0.194,3.5,1.5,0.5,,,,,,,
4955,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050646,050646,AUTOMATIC TT PARTS,TTT050646,,,,DRIVE GEAR,EACH,EACH,1,0.013,,,,,,,,,,
4956,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050649,050649,AUTOMATIC TT PARTS,TTT050649,,,,SPRING CATCHER,EACH,EACH,1,0.002,,,,,,,,,,
4957,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050650,050650,AUTOMATIC TT PARTS,TTT050650,,,,COVER BRACKET,EACH,EACH,1,0.004,,,,,,,,,,
4958,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050651,050651,AUTOMATIC TT PARTS,TTT050651,US,8205595560,,CONTROL ROD END,EACH,EACH,1,0.0015,1.5,0.2,0.2,,,,,,,
4959,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050654,050654,AUTOMATIC TT PARTS,TTT050654,US,8205595560,,PLATE SPACER,EACH,EACH,1,0.001,0.5,0.5,0.1,,,,,,,
4960,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050656,050656,AUTOMATIC TT PARTS,TTT050656,,,,CONTROL TUBE SPRING,EACH,EACH,1,0.002,,,,,,,,,,
4961,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050658,050658,AUTOMATIC TT PARTS,TTT050658,,,,CONTROL TUBE SPRING RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
4962,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050661,050661,AUTOMATIC TT PARTS,TTT050661,,,,TENSION PLATE,EACH,EACH,1,0.024,,,,,,,,,,
4963,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050662,050662,AUTOMATIC TT PARTS,TTT050662,,,,TENSION PLATE,EACH,EACH,1,0.006,,,,,,,,,,
4964,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050663,050663,AUTOMATIC TT PARTS,TTT050663,,,,TENSION ADJUSTMENT SHAFT,EACH,EACH,1,0.0255,,,,,,,,,,
4965,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050664,050664,AUTOMATIC TT PARTS,TTT050664,,,,TENSION ADJUSTMENT BLOCK,EACH,EACH,1,0.032,,,,,,,,,,
4966,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050665,050665,AUTOMATIC TT PARTS,TTT050665,,,,TENSION ADJUSTMENT SCREW,EACH,EACH,1,0.002,,,,,,,,,,
4967,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050666,050666,AUTOMATIC TT PARTS,TTT050666,US,8205595560,,KNOB,EACH,EACH,1,0.0525,1.5,1.5,1.5,,,,,,,
4968,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050667,050667,AUTOMATIC TT PARTS,TTT050667,,,,WIPER RETAINER,EACH,EACH,1,0.002,,,,,,,,,,
4969,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050668,050668,AUTOMATIC TT PARTS,TTT050668,,,,GATE VALVE GASKET,EACH,EACH,1,0.001,,,,,,,,,,
4970,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050671,050671,AUTOMATIC TT PARTS,TTT050671,US,8205595560,,RETAINER,EACH,EACH,1,0.001,0.5,0.5,0.1,,,,,,,
4971,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050672,050672,AUTOMATIC TT PARTS,TTT050672,,,,END PLUG,EACH,EACH,1,0.001,,,,,,,,,,
4972,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050673,050673,AUTOMATIC TT PARTS,TTT050673,,,,END PLUG,EACH,EACH,1,0.001,,,,,,,,,,
4973,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050674,050674,AUTOMATIC TT PARTS,TTT050674,,,,SCREW,EACH,EACH,1,0.001,,,,,,,,,,
4974,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050677,050677,AUTOMATIC TT PARTS,TTT050677,,,,NUT,EACH,EACH,1,0.001,,,,,,,,,,
4975,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050680,050680,AUTOMATIC TT PARTS,TTT050680,,,,O-RING,EACH,EACH,1,0.001,,,,,,,,,,
4976,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050684,050684,AUTOMATIC TT PARTS,TTT050684,,,,DOOR SEAL,EACH,EACH,1,0.021,,,,,,,,,,
4977,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050697,050697,AUTOMATIC TT PARTS,TTT050697,US,8205595560,,CABLE DRUM ASSEMBLY,EACH,EACH,1,0.236,2.5,2.5,0.75,,,,,,,
4978,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050705,050705,AUTOMATIC TT PARTS,TTT050705,,,,CONTROL TUBE KIT,EACH,EACH,1,0.5,,,,,,,,,,
4979,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050754,050754,AUTOMATIC TT PARTS,TTT050754,,,,NOZZLE,EACH,EACH,1,0.005,,,,,,,,,,
4980,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050756,050756,AUTOMATIC TT PARTS,TTT050756,,,,NOZZLE,EACH,EACH,1,0.003,,,,,,,,,,
4981,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050757,050757,AUTOMATIC TT PARTS,TTT050757,,,,BUSHING,EACH,EACH,1,0.012,,,,,,,,,,
4982,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050758,050758,AUTOMATIC TT PARTS,TTT050758,,,,FILLER VALVE GASKET,EACH,EACH,1,0.001,,,,,,,,,,
4983,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050761,050761,AUTOMATIC TT PARTS,TTT050761,,,,GOOSER CONTROL ROD END,EACH,EACH,1,0.001,,,,,,,,,,
4984,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050789,050789,AUTOMATIC TT PARTS,TTT050789,,,,RELEASE PIN,EACH,EACH,1,0.0005,,,,,,,,,,
4985,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050805,050805,AUTOMATIC TT PARTS,TTT050805,,,,REEL BEARING,EACH,EACH,1,0.001,,,,,,,,,,
4986,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050843,050843,AUTOMATIC TT PARTS,TTT050843,,,,WASHER,EACH,EACH,1,0.0005,,,,,,,,,,
4987,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050844,050844,AUTOMATIC TT PARTS,TTT050844,,,,RING RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
4988,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050872,050872,AUTOMATIC TT PARTS,TTT050872,,,,MAIN CABLE,EACH,EACH,1,0.009,,,,,,,,,,
4989,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050873,050873,AUTOMATIC TT PARTS,TTT050873,,,,LATCH ARM,EACH,EACH,1,0.001,,,,,,,,,,
4990,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050874,050874,AUTOMATIC TT PARTS,TTT050874,,,,PIVOT PIN,EACH,EACH,1,0.001,,,,,,,,,,
4991,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050875,050875,AUTOMATIC TT PARTS,TTT050875,,,,PIN,EACH,EACH,1,0.0005,,,,,,,,,,
4992,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050876,050876,AUTOMATIC TT PARTS,TTT050876,,,,LATCH SPRING,EACH,EACH,1,0.0005,,,,,,,,,,
4993,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050877,050877,AUTOMATIC TT PARTS,TTT050877,,,,LATCH RELEASE ROD,EACH,EACH,1,0.001,,,,,,,,,,
4994,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050878,050878,AUTOMATIC TT PARTS,TTT050878,,,,RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
4995,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050879,050879,AUTOMATIC TT PARTS,TTT050879,,,,O-RING,EACH,EACH,1,0.001,,,,,,,,,,
4996,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050883,050883,AUTOMATIC TT PARTS,TTT050883,,,,DOOR ASSY,EACH,EACH,1,0.388,,,,,,,,,,
4997,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050890,050890,AUTOMATIC TT PARTS,TTT050890,,,,TRIGGER STOP,EACH,EACH,1,0.001,,,,,,,,,,
4998,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050891,050891,AUTOMATIC TT PARTS,TTT050891,,,,TRIGGER STOP,EACH,EACH,1,0.001,,,,,,,,,,
4999,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050906,050906,AUTOMATIC TT PARTS,TTT050906,,,,COVER KEY,EACH,EACH,1,0.001,,,,,,,,,,
5000,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050907,050907,AUTOMATIC TT PARTS,TTT050907,,,,TRIGGER SLIDE,EACH,EACH,1,0.001,,,,,,,,,,
5001,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050909,050909,AUTOMATIC TT PARTS,TTT050909,,,,SHIM,EACH,EACH,1,0.001,,,,,,,,,,
5002,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050942,050942,AUTOMATIC TT PARTS,TTT050942,US,8205595560,,EZCLEAN PUMP SEAL,EACH,EACH,1,0.002,0.75,0.75,0.1,,,,,,,
