source_excel_row,brand,inferred_brand_method,tsw_supplier_sku,manufacturer_part_number,Categaory,prod,countryoforigin,tariffcd,eccnclasscd,Prod Description,Stocking Unit,Selling Unit,Selling_Conv,weight,Length,Width,Height,Pack Qty,BOX Qty,CASE Qty,CTN Qty,PLT Qty,All_Barcodes,UPC_List
5142,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052140,052140,AUTOMATIC TT PARTS,TTT052140,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.457,,,,,,,,,,
5143,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052141,052141,AUTOMATIC TT PARTS,TTT052141,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.456,,,,,,,,,,
5144,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052142,052142,AUTOMATIC TT PARTS,TTT052142,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.455,,,,,,,,,,
5145,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052143,052143,AUTOMATIC TT PARTS,TTT052143,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.454,,,,,,,,,,
5146,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052144,052144,AUTOMATIC TT PARTS,TTT052144,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.453,,,,,,,,,,
5147,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052145,052145,AUTOMATIC TT PARTS,TTT052145,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.452,,,,,,,,,,
5148,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052146,052146,AUTOMATIC TT PARTS,TTT052146,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.451,,,,,,,,,,
5149,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052147,052147,AUTOMATIC TT PARTS,TTT052147,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.45,,,,,,,,,,
5150,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052148,052148,AUTOMATIC TT PARTS,TTT052148,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.449,,,,,,,,,,
5151,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052149,052149,AUTOMATIC TT PARTS,TTT052149,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.448,,,,,,,,,,
5152,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052150,052150,AUTOMATIC TT PARTS,TTT052150,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.447,,,,,,,,,,
5153,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052151,052151,AUTOMATIC TT PARTS,TTT052151,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.446,,,,,,,,,,
5154,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052152,052152,AUTOMATIC TT PARTS,TTT052152,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.445,,,,,,,,,,
5155,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052153,052153,AUTOMATIC TT PARTS,TTT052153,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.444,,,,,,,,,,
5156,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052154,052154,AUTOMATIC TT PARTS,TTT052154,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.443,,,,,,,,,,
5157,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052155,052155,AUTOMATIC TT PARTS,TTT052155,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.442,,,,,,,,,,
5158,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052156,052156,AUTOMATIC TT PARTS,TTT052156,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.441,,,,,,,,,,
5159,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052157,052157,AUTOMATIC TT PARTS,TTT052157,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.44,,,,,,,,,,
5160,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052158,052158,AUTOMATIC TT PARTS,TTT052158,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.439,,,,,,,,,,
5161,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052159,052159,AUTOMATIC TT PARTS,TTT052159,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.438,,,,,,,,,,
5162,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052160,052160,AUTOMATIC TT PARTS,TTT052160,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.437,,,,,,,,,,
5163,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052161,052161,AUTOMATIC TT PARTS,TTT052161,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.436,,,,,,,,,,
5164,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052162,052162,AUTOMATIC TT PARTS,TTT052162,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.435,,,,,,,,,,
5165,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052163,052163,AUTOMATIC TT PARTS,TTT052163,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.434,,,,,,,,,,
5166,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052164,052164,AUTOMATIC TT PARTS,TTT052164,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.433,,,,,,,,,,
5167,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052165,052165,AUTOMATIC TT PARTS,TTT052165,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.432,,,,,,,,,,
5168,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052166,052166,AUTOMATIC TT PARTS,TTT052166,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.431,,,,,,,,,,
5169,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052167,052167,AUTOMATIC TT PARTS,TTT052167,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.43,,,,,,,,,,
5170,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTBAN006TT,BAN006TT,BANJO PARTS,TTTBAN006TT,,,,MUD DOG BANJO SPRING TAPETECH,EACH,EACH,1,0.013,,,,,,,,,873876006038,873876006038
5179,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCF16TT,CF16TT,AUTOMATIC TT PARTS,TTTCF16TT,US,,,16" CLASSIC CORNER FINISHER,EACH,EACH,1,2,11,11,6,,,,,,873876009077,873876009077
5180,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCF20TT,CF20TT,AUTOMATIC TT PARTS,TTTCF20TT,US,,,20" CLASSIC CORNER FINISHER,EACH,EACH,1,2.23,14.7,7.7,4.3,,,,,,873876009190,873876009190
5181,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCF24TT,CF24TT,AUTOMATIC TT PARTS,TTTCF24TT,US,,,24" CLASSIC CORNER FINISHER,EACH,EACH,1,2.74,14.7,7.7,4.3,,,,,,873876009206,873876009206
5182,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCF30TT,CF30TT,AUTOMATIC TT PARTS,TTTCF30TT,US,,,30" CLASSIC CORNER FINISHER,EACH,EACH,1,3.41,14.7,7.7,4.3,,,,,,873876009213,873876009213
5183,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCFSTCC,CFSTCC,AUTOMATIC TT PARTS,TTTCFSTCC,US,,,CFS TOOL CLEANING COUPLING,EACH,EACH,1,1,,,,,,,,,873876003471,873876003471
5184,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCFSTCC,CFSTCC,AUTOMATIC TT PARTS,TTTCFSTCC,US,,,CFS TOOL CLEANING COUPLING,EACH,EACH,1,1,,,,,,,,,873876003471,873876003471
5191,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCH17TT,CH17TT,AUTOMATIC TT PARTS,TTTCH17TT,,,,17 IN CHECK CRACK HANDLE,EACH,EACH,1,4.5,,,,,,,,,,
5193,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCH24TT,CH24TT,AUTOMATIC TT PARTS,TTTCH24TT,US,8205595560,,24 IN CHECK CRACK HANDLE,EACH,EACH,1,2.255,33,4.3,4.3,,,,,,873876009336,873876009336
5196,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCH36TT,CH36TT,AUTOMATIC TT PARTS,TTTCH36TT,US,8205595560,,36 IN CHECK CRACK HANDLE,EACH,EACH,1,2.844,41,4.3,4.3,,,,,,873876009343,873876009343
5198,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCH48TT,CH48TT,AUTOMATIC TT PARTS,TTTCH48TT,US,8205595560,,48 IN CHECK CRACK HANDLE,EACH,EACH,1,3.336,54,4.3,4.3,,,,,,873876009350,873876009350
5203,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCH72TT,CH72TT,AUTOMATIC TT PARTS,TTTCH72TT,US,8205595560,,72 IN CHECK CRACK HANDLE,EACH,EACH,1,4.307,81,4.3,4.3,,,,,,873876009367,873876009367
5210,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCK25TT,CK25TT,AUTOMATIC TT PARTS,TTTCK25TT,US,8205595560,,2.5" CLASSIC CORNER FLUSHER,EACH,EACH,1,0.8355,4.3,4.3,2.3,,,,,,873876008063,873876008063
5215,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCROLL16TT,CROLL16TT,AUTOMATIC TT PARTS,TTTCROLL16TT,US,8205595560,,16" CORNER ROLLER,EACH,EACH,1,2.174,17,8,4,,,,,,873876009244,873876009244
5217,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCROLL18TT,CROLL18TT,AUTOMATIC TT PARTS,TTTCROLL18TT,US,8205595560,,18" CORNER ROLLER,EACH,EACH,1,2.35,22.5,4.3,4.3,,,,,,873876009251,873876009251
5219,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCROLL24TT,CROLL24TT,AUTOMATIC TT PARTS,TTTCROLL24TT,US,8205595560,,24" CORNER ROLLER,EACH,EACH,1,2.7375,28,4.3,4.3,,,,,,873876009268,873876009268
5223,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCROLL48TT,CROLL48TT,AUTOMATIC TT PARTS,TTTCROLL48TT,US,8205595560,,48" CORNER ROLLER,EACH,EACH,1,4.3035,54,4.3,4.3,,,,,,873876009275,873876009275
5225,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTCROLLHAN42TT,CROLLHAN42TT,AUTOMATIC TT PARTS,TTTCROLLHAN42TT,US,8205595560,,42" CORNER ROLLER HANDLE,EACH,EACH,1,3.998,49,4.3,4.3,,,,,,873876009282,873876009282
5285,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTFHTTCC,FHTTCC,AUTOMATIC TT PARTS,TTTFHTTCC,US,8205595560,,CORNER FINISHER HANDLE,EACH,EACH,1,1.6975,40,4.3,4.3,,,,,,873876009305,873876009305
5310,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTGSRTT,GSRTT,AUTOMATIC TT PARTS,TTTGSRTT,US,8205595560,,GOOSENECK SM RIGID TAPE TECH,EACH,EACH,1,2.164,15,5.3,5.3,,,,,,873876008186,873876008186
5415,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB30335,QB30335,AUTOMATIC TT PARTS,TTTQB30335,US,,,2.5" QUICKBOX QSX BLADE FOR EXTERIOR,EACH,EACH,1,1,6,6,3,,,,,,873876002535,873876002535
5416,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB60035,QB60035,AUTOMATIC TT PARTS,TTTQB60035,US,,,6.5" QUICKBOX QSX BLADES FLAT FINISHING,PCS,PACK,5,0.0165,0.15,0.5,7.25,5,,,,,873876002542,873876002542
5417,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB60235,QB60235,AUTOMATIC TT PARTS,TTTQB60235,US,,,6.5" QUICKBOX QSX BLADES CROWNED FINISHING,PCS,PACK,5,0.0165,0.15,0.5,7.25,5,,,,,873876002559,873876002559
5418,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB60335,QB60335,AUTOMATIC TT PARTS,TTTQB60335,US,,,6.5"  QUICKBOX QSX BLADE FOR EXTERIOR SEAM,PCS,PACK,5,0.017,7.5,0.5,0.2,5,,,,,873876002566,873876002566
5419,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB60435,QB60435,AUTOMATIC TT PARTS,TTTQB60435,US,,,6.5" QUICKBOX QSX BLADE NOTCHED  ADHESIVES,PCS,PACK,5,0.02,7,0.5,0.2,5,,,,,873876002573,873876002573
5420,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB80035,QB80035,AUTOMATIC TT PARTS,TTTQB80035,US,,,QUICKBOX QSX BLADES FLAT FINISHING TAPETECH,PCS,PACK,5,0.05,9.25,0.5,0.25,5,,,,,873876003778,873876003778
5421,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB80235,QB80235,AUTOMATIC TT PARTS,TTTQB80235,US,,,QUICKBOX QSX BLADES CROWNED FINISHING TTECH,PCS,PACK,5,0.2,,,,5,,,,,873876003785,873876003785
5422,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQB80435,QB80435,AUTOMATIC TT PARTS,TTTQB80435,US,,,QUICKBOX QSX NOTCHED ADHESIVES TAPETECH,PCS,PACK,5,0.171,13,4,0.25,5,,,,,873876003792,873876003792
5423,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTQCATT,QCATT,AUTOMATIC TT PARTS,TTTQCATT,US,,,QUICK CONNECT ADAPTER,EACH,EACH,1,1,,,,,,,,,873876003495,873876003495
5428,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTRTTCTT,RTTCTT,AUTOMATIC TT PARTS,TTTRTTCTT,US,,,TAPER CABLE REPAIR TOOL,EACH,EACH,1,1,,,,,,,,,873876003501,873876003501
5438,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTTC01TT,TC01TT,AUTOMATIC TT PARTS,TTTTC01TT,US,,,TOOL CADDY,EACH,EACH,1,4.56,22,10.25,9.5,,,,,,873876003419,873876003419
5470,TapeTech,prod starts with TTT and Categaory contains PARTS,TTTTMK01TT,TMK01TT,AUTOMATIC TT PARTS,TTTTMK01TT,,,,TOOL MAINTENANCE KIT,EACH,EACH,1,3.28,14,11,4,,,,,,873876003402,873876003402
