"brand","sku","product_name","supplier_cost","product_description_html"
"TapeTech","NSATT","TapeTech Nail Spotter Adapter",29.9,"<p>Nail spotter adapter for TapeTech Fiberglass (FHTT) or Extension (XHTT) handles.</p>"
"TapeTech","PAHC07","7"" Power Assist MAXXBOX Finishing Box",343.88,"<p>Introducing the new Power Assist MAXXBOX finishing boxes from TapeTech . Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist MAXXBOX is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard handle for Power Assist boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist series features TapeTech s famous EasyClean design. The adjustable crown setting dial allows the user to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first embedding application to the second or third finishing coat. The pivoting axle helps to compensate when the drywall or sheetrock on one side of the joint is higher than the other side of the joint. The new EasyRoll wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. EasyRoll wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll wheels is more than three times wider than after-market products, making it easier to place, and keep, the finishing box on the corner bead. And EasyRoll wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. EasyRoll wheels do not affect how the finishing box runs on standard flat joints. All TapeTech finishing boxes now feature EasyRoll wheels for finishing outside corner bead.</p><ul><li>Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings</li><li>Finishes butt joints and flat joints on walls and ceilings</li><li>Feathers edges of butt joints and flat joints</li><li>EasyFinish bent handles help to activate the Power Assist mechanism<br></li></ul>"
"TapeTech","PAHC10","10"" Power Assist MAXXBOX Finishing Box",346.45,"<p>Introducing the new Power Assist MAXXBOX finishing boxes from TapeTech . Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist MAXXBOX is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard handle for Power Assist boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist series features TapeTechs famous EasyClean design. The adjustable crown setting dial allows the user to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first embedding application to the second or third finishing coat. The pivoting axle helps to compensate when the drywall or sheetrock on one side of the joint is higher than the other side of the joint. The new EasyRoll wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. EasyRoll wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll wheels is more than three times wider than after-market products, making it easier to place, and keep, the finishing box on the corner bead. And EasyRoll wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. EasyRoll wheels do not affect how the finishing box runs on standard flat joints. All TapeTech finishing boxes now feature EasyRoll wheels for finishing outside corner bead.</p><ul><li>Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings</li><li>Finishes butt joints and flat joints on walls and ceilings</li><li>Feathers edges of butt joints and flat joints</li><li>EasyFinish bent handles help to activate the Power Assist mechanism<br></li></ul>"
"TapeTech","PAHC12","12"" Power Assist MAXXBOX Finishing Box",364.11,"<p>Introducing the new Power Assist MAXXBOX finishing boxes from TapeTech . Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist MAXXBOX is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard handle for Power Assist boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist series features TapeTech s famous EasyClean design. The adjustable crown setting dial allows the user to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first embedding application to the second or third finishing coat. The pivoting axle helps to compensate when the drywall or sheetrock on one side of the joint is higher than the other side of the joint. The new EasyRoll wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. EasyRoll wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll wheels is more than three times wider than after-market products, making it easier to place, and keep, the finishing box on the corner bead. And EasyRoll wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. EasyRoll wheels do not affect how the finishing box runs on standard flat joints. All TapeTech finishing boxes now feature EasyRoll wheels for finishing outside corner bead.</p><ul><li>Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings</li><li>Finishes butt joints and flat joints on walls and ceilings</li><li>Feathers edges of butt joints and flat joints</li><li>EasyFinish bent handles help to activate the Power Assist mechanism<br></li></ul>"
"TapeTech","PFKHATT","Tapetech Premium Finishing Handle Adapter",9.74,"<p>The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The D-Shape fitting prevents twisting. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal.</p> <p>Features:</p> <ul> <li>Specially Designed For Use With TapeTech Smoothing Blades</li> <li>D-Shape Prevents Twisting</li> <li>Quick-Release Cam Locks</li> <li>Attaches To FHTT Or XHTT Handles</li> </ul>"
"TapeTech","PWG18L","TapeTech 18 Gauge Large Work Gloves-10 per pack",3.28,"<p>TapeTech 18 Gauge Work Gloves are designed to deliver exceptional performance and durability for demanding tasks. These gloves feature a nitrile-coated palm and fingers, providing superior abrasion and cut resistance while ensuring a secure, non-slip grip even in wet or oily conditions. The lightweight 18-gauge construction offers flexibility and comfort, allowing for precision and dexterity during extended use. Ideal for professionals working in drywall, EIFS, and decorative finishing, these work gloves combine protection and functionality to enhance safety and efficiency on the job.</p> <p>Features:</p> <ul> <li>Nitrile Coated</li> <li>Abrasion and Cut Resistant</li> <li>Non-Slip Grip</li> <li>18 Gauge Work Gloves</li> <li>Size: Large (10)</li> </ul>"
"TapeTech","PWG18M","TapeTech 18 Gauge Medium Work Gloves-11 per pack",3.28,"<p>TapeTech 18 Gauge Work Gloves are designed to deliver exceptional performance and durability for demanding tasks. These gloves feature a nitrile-coated palm and fingers, providing superior abrasion and cut resistance while ensuring a secure, non-slip grip even in wet or oily conditions. The lightweight 18-gauge construction offers flexibility and comfort, allowing for precision and dexterity during extended use. Ideal for professionals working in drywall, EIFS, and decorative finishing, these work gloves combine protection and functionality to enhance safety and efficiency on the job.</p> <p>Features:</p> <ul> <li>Nitrile Coated</li> <li>Abrasion and Cut Resistant</li> <li>Non-Slip Grip</li> <li>18 Gauge Work Gloves</li> <li>Size: Medium (11)</li> </ul>"
"TapeTech","PWG21L","TapeTech 21 Gauge Large Work Gloves-10 per pack",3.49,"<p>TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence.</p> <p>Features:</p> <ul> <li>Nitrile Coated</li> <li>Abrasion and Cut Resistant</li> <li>Non-Slip Grip</li> <li>21 Gauge Work Gloves</li> <li>Size: Large (10)</li> </ul>"
"TapeTech","PWG21M","TapeTech 21 Gauge Medium Work Gloves-9 per pack",3.49,"<p>TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence.</p> <h2>Features:</h2> <ul> <li>Nitrile Coated</li> <li>Abrasion and Cut Resistant</li> <li>Non-Slip Grip</li> <li>21 Gauge Work Gloves</li> <li>Size: Medium (9)</li> </ul>"
"TapeTech","PWT46TT","Premium Work Trousers - Waist Size 30",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 30 inches</p> <p>Inseam 30.9 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWT48TT","Premium Work Trousers - Waist Size 32",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 32 inches</p> <p>Inseam 31.7 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWT50TT","Premium Work Trousers - Waist Size 34",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 34 inches</p> <p>Inseam 31.7 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWT52TT","Premium Work Trousers - Waist Size 36",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 36 inches</p> <p>Inseam 32.5 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWT54TT","Premium Work Trousers - Waist Size 38",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 38 inches</p> <p>Inseam 32.5 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWT56TT","Premium Work Trousers - Waist Size 40",27.44,"<p>TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes.</p> <p>&nbsp;</p> <p>Features:</p> <p>Waist Size 40 inches</p> <p>Inseam 33.3 inches</p> <ul> <li>13 pockets</li> <li>7 extra wide belt loops</li> <li>Triple stitching</li> <li>Reflective striping and piping</li> <li>Reinforced knees and cuffs</li> <li>Elastic waist</li> <li>Pockets for kneepads</li> </ul>"
"TapeTech","PWWHV1","TapeTech Hi-Viz Premium Work Shirt - Medium",6.86,"<p>TapeTech Hi-Viz Premium Work Shirt - Medium</p>"
"TapeTech","PWWHV2","TapeTech Hi-Viz Premium Work Shirt - Large",6.86,"<p>TapeTech Hi-Viz Premium Work Shirt - Large</p>"
"TapeTech","PWWHV3","TapeTech Hi-Viz Premium Work Shirt - XLarge",6.86,"<p>TapeTech Hi-Viz Premium Work Shirt - XLarge</p>"
"TapeTech","PWWHV4","TapeTech Hi-Viz Premium Work Shirt - XXLarge",6.86,"<p>TapeTech Hi-Viz Premium Work Shirt - XXLarge</p>"
"TapeTech","PWWHV5","TapeTech Hi-Viz Premium Work Shirt - XXXLarge",7.45,"<p>TapeTech Hi-Viz Premium Work Shirt - XXXLarge</p>"
"TapeTech","PWWHVLS1","TapeTech Hi-Viz Long Sleeve Premium Work Shirt - Medium",8.34,"<p>TapeTech Hi-Viz Long Sleeve Premium Work Shirt - Medium</p>"
"TapeTech","PWWHVLS2","TapeTech Hi-Viz Long Sleeve Premium Work Shirt -Large",8.34,"<p>TapeTech Hi-Viz Long Sleeve Premium Work Shirt -Large</p>"
"TapeTech","PWWHVLS3","TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XLarge",8.34,"<p>TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XLarge</p>"
"TapeTech","PWWHVLS4","TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXLarge",8.34,"<p>TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXLarge</p>"
"TapeTech","PWWHVLS5","TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXXLarge",8.94,"<p>TapeTech Hi-Viz Long Sleeve Premium Work Shirt - XXXLarge</p>"
"TapeTech","PWWHVTBLS1","TapeTech Hi-Viz Long Sleeve Safety Shirt - Medium",11.81,"<p>TapeTech Hi-Viz Long Sleeve Safety Shirt - Medium</p>"
"TapeTech","PWWHVTBLS2","TapeTech Hi-Viz Long Sleeve Safety Shirt -Large",11.81,"<p>TapeTech Hi-Viz Long Sleeve Safety Shirt -Large</p>"
"TapeTech","PWWHVTBLS3","TapeTech Hi-Viz Long Sleeve Safety Shirt - XLarge",11.81,"<p>TapeTech Hi-Viz Long Sleeve Safety Shirt - XLarge</p>"
"TapeTech","PWWHVTBLS4","TapeTech Hi-Viz Long Sleeve Safety Shirt - XXLarge",11.81,"<p>TapeTech Hi-Viz Long Sleeve Safety Shirt - XXLarge</p>"
"TapeTech","PWWHVTBLS5","TapeTech Hi-Viz Long Sleeve Safety Shirt - XXXLarge",12.38,"<p>TapeTech Hi-Viz Long Sleeve Safety Shirt - XXXLarge</p>"
"TapeTech","PWWHVTBY1","TapeTech Hi-Viz Safety Shirt - Medium",9.49,"<p>TapeTech Hi-Viz Safety Shirt - Medium</p>"
"TapeTech","PWWHVTBY2","TapeTech Hi-Viz Safety Shirt - Large",9.49,"<p>TapeTech Hi-Viz Safety Shirt - Large</p>"
"TapeTech","PWWHVTBY3","TapeTech Hi-Viz Safety Shirt - XLarge",9.49,"<p>TapeTech Hi-Viz Safety Shirt - XLarge</p>"
"TapeTech","PWWHVTBY4","TapeTech Hi-Viz Safety Shirt - XXLarge",9.49,"<p>TapeTech Hi-Viz Safety Shirt - XXLarge</p>"
"TapeTech","PWWHVTBY5","TapeTech Hi-Viz Safety Shirt - XXXLarge",10.04,"<p>TapeTech Hi-Viz Safety Shirt - XXXLarge</p>"
"TapeTech","PWWS11","TapeTech Premium Work Shirt - Medium",6.49,"<p>TapeTech Premium Work Shirt - Medium</p>"
"TapeTech","PWWS12","TapeTech Premium Work Shirt - Large",6.49,"<p>TapeTech Premium Work Shirt - Large</p>"
"TapeTech","PWWS13","TapeTech Premium Work Shirt - XLarge",6.49,"<p>TapeTech Premium Work Shirt - XLarge</p>"
"TapeTech","PWWS14","TapeTech Premium Work Shirt - XXLarge",6.49,"<p>TapeTech Premium Work Shirt - XXLarge</p>"
"TapeTech","PWWS15","TapeTech Premium Work Shirt - XXXLarge",6.95,"<p>TapeTech Premium Work Shirt - XXXLarge</p>"
"TapeTech","PWWS1LS1","TapeTech Long Sleeve Premium Work Shirt - Medium",7.88,"<p>TapeTech Long Sleeve Premium Work Shirt - Medium</p>"
"TapeTech","PWWS1LS2","TapeTech Long Sleeve Premium Work Shirt - Large",7.88,"<p>TapeTech Long Sleeve Premium Work Shirt - Large</p>"
"TapeTech","PWWS1LS3","TapeTech Long Sleeve Premium Work Shirt - XLarge",7.88,"<p>TapeTech Long Sleeve Premium Work Shirt - XLarge</p>"
"TapeTech","PWWS1LS4","TapeTech Long Sleeve Premium Work Shirt - XXLarge",7.88,"<p>TapeTech Long Sleeve Premium Work Shirt - XXLarge</p>"
"TapeTech","PWWSSJ1","TapeTech Premium Jacket - Medium",34.87,"<p>TapeTech Premium Jacket - Medium</p>"
"TapeTech","PWWSSJ2","TapeTech Premium Jacket - Large",34.87,"<p>TapeTech Premium Jacket - Large</p>"
"TapeTech","PWWSSJ3","TapeTech Premium Jacket - XLarge",34.87,"<p>TapeTech Premium Jacket - XLarge</p>"
"TapeTech","PWWSSJ4","TapeTech Premium Jacket - XXLarge",34.87,"<p>TapeTech Premium Jacket - XXLarge</p>"
"TapeTech","PWWSSJ5","TapeTech Premium Jacket - XXXLarge",37.36,"<p>TapeTech Premium Jacket - XXXLarge</p>"
"TapeTech","QB06QSX","QuickBox QSX - 6.5""",97.23,"<p> The new QuickBox QSX from TapeTech is the first finishing box specifically designed to be used with fast-setting joint compounds. The 6 QuickBox QSX is the perfect tool for contractors who use fast-setting joint compound for the first coat over the paper or fiberglass joint tape. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox QSX with a few light taps. The glass-filled polypropylene shell provides a slick surface with maximum strength and durability. The optimized blade design matches the blade with the application, eliminating the need to make adjustments or change crown settings. And it takes just a few seconds to change the long-lasting blades. QuickBox QSX works with all finishing box handles, including the Wizard . Now you can combine the speed and consistency of finishing boxes with the speed of fast-setting joint compound! </p><p><br></p><p><u>Includes:</u></p><p>(1) QuickBox QSX</p><p>(1) QB60035 Blade</p><p>(1) QB60235 Blade</p>"
"TapeTech","QB08QSX","QuickBox QSX - 8.5""",126.13,"<p>The QuickBox QSX from TapeTech is the first finishing box specifically designed to be used with fast-setting joint compounds. The 8 QuickBox QSX is the perfect tool for contractors who use fast-setting joint compound for the first coat over the paper or fiberglass joint tape. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox QSX with a few light taps. The glass-filled polypropylene shell provides a slick surface with maximum strength and durability. The optimized blade design matches the blade with the application, eliminating the need to make adjustments or change crown settings. And it takes just a few seconds to change the long-lasting blades. QuickBox QSX works with all finishing box handles, including the Wizard. Now you can combine the speed and consistency of finishing boxes with the speed of fast-setting joint compound!</p>"
"TapeTech","QB60035","6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack",20.35,"<p>6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack</p>"
"TapeTech","QB60035","6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack",20.35,"<p>6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack</p>"
"TapeTech","QB60235","6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack",20.35,"<p>6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack</p>"
"TapeTech","QB60235","6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack",20.35,"<p>6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack</p>"
"TapeTech","QB80035","TapeTech 8"" QSX Flat Finishing Blades-5 per pack",23.76,"<p>TapeTech 8"" QSX Flat Finishing Blades-5 per pack</p>"
"TapeTech","QB80235","TapeTech 6.5"" QSX Crown Finishing Blades-5 per pack",23.29,"<p>TapeTech 6.5"" QSX Crown Finishing Blades-5 per pack</p>"
"TapeTech","QB80435","TapeTech 8"" QSX Notched Adhesive Blades 5 per pack",22.6,"<p>TapeTech 8"" QSX Notched Adhesive Blades 5 per pack</p>"
"TapeTech","QCATT","Quick-Connect Adapter",9.29,"<p>Quick-Connect Adapter</p>"
"TapeTech","RTTCTT","Taper Cable Repair Tool",7.36,"<p>Taper Cable Repair Tool</p>"
"TapeTech","SCP001WD","TapeTech 7""X13"" Galvaniz Steel Bucket Scoop",11.2,"<div id=""product-details-information-tab-content-container-0"" class=""product-details-information-tab-content-container"" data-type=""information-content-text"">The TapeTech bucket scoop is perfect to move EIFS, stucco, plaster, mortar and other material from the bucket to your hawk, trowel or mortar board. Crafted from thick, galvanized steel to prevent bending and buckling that some ordinary scoops experience, our bucket scoop features a hanger strap that extends to the bottom of the scoop for added strength. The wood handle is comfortable for all day use.</div> <div class=""product-warning"">&nbsp;</div>"
"TapeTech","SCP02","TapeTech 6.5"" Stainless Steel Bucket Scoop",5.7,"<div class=""sui-flex sui-flex-col sui-gap-2""> <p>The TapeTech 6.5"" Stainless Steel Bucket Scoop is designed to quickly and efficiently remove compound, plaster, EIFS material and stucco from buckets. The curved design fits the wall of the bucket, reducing material waste and making cleaning easier. The stainless steel blade is reinforced with an aluminum backing plate and double-riveted to the handle, ensuring durability and stability. The TapeTech Bucket Scoop is perfect for a variety of applications and materials, including drywall, plaster, EIFS material, stucco, mortar, epoxy, adhesive, thin-set, cement, putty, and more. Features the ergonomic TapeTech ProSoft grip for all-day comfort and reduced fatigue.</p> </div> <div> <p class=""sui-h3-bold sui-line-clamp-unset sui-font-normal sui-text-primary"">Features</p> <ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-2"" data-testid=""bullet-list""> <li data-testid=""bullet-list-item"">The TapeTech 6.5"" Stainless Steel Bucket Scoop is designed to quickly and efficiently remove compound, plaster, EIFS material and stucco from buckets.</li> <li data-testid=""bullet-list-item"">The curved design fits the wall of the bucket, reducing material waste and making cleaning easier.</li> <li data-testid=""bullet-list-item"">The stainless steel blade is reinforced with an aluminum backing plate and double-riveted to the handle, ensuring durability and stability.</li> <li data-testid=""bullet-list-item"">The TapeTech Bucket Scoop is perfect for a variety of applications and materials, including drywall, plaster, EIFS material, stucco, mortar, epoxy, adhesive, thin-set, cement, putty, and more.</li> </ul> </div>"
"TapeTech","T032","TapeTech Gooser Release Cam",3.45,"<p>TapeTech Gooser Release Cam</p>"
"TapeTech","TC01TT","Tool Caddy",37.37,"<p>The Tool Caddy is the&nbsp;perfect accessory for workers who fill their finishing boxes with a compound tube instead of a loading pump. The durable design and construction of the Tool Caddy securely holds any size finishing box in the perfect filling position, even with the handle attached. It conveniently holds any length compound tube and filler adapter, preventing the need to place the tool on the floor or in the bucket of joint compound between fills. The position of the Tool Caddy’s support bracket can be adjusted to securely attach to almost any bucket height and is perfect to rest your finishing boxes even when using a loading pump. The Tool Caddy positions the finishing box securely, preventing the tool from falling or joint compound from leaking.</p>"
"TapeTech","VABS050","TapeTech 2"" Italian ABS Float",9.77,"<div class=""vc_row wpb_row top-row porto-inner-container wpb_custom_034b39d9bc6c6b310d69e39f0ccf274f""> <div class=""porto-wrap-container container""> <div class=""row""> <div class=""product-summary-wrap m-b-lg vc_column_container col-md-7""> <div class=""wpb_wrapper vc_column-inner""> <div class=""wpb_custom_a328554866cc55615e356a5b5c183a1d""> <div id=""product-tab"" class=""woocommerce-tabs woocommerce-tabs-691oyk4z resp-htabs""> <div class=""resp-tabs-container""> <div id=""tab-description"" class=""tab-content resp-tab-content resp-tab-content-active"" aria-labelledby=""tab_item-0""> <p>The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.</p> </div> </div> </div> </div> </div> </div> </div> </div> </div>"
"TapeTech","VABS130","TapeTech 5"" Italian ABS Float",9.77,"<p>The TapeTech 5″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.</p>"
"TapeTech","XHTT","TapeTech Extension Handle",122.22,"<p>TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool. Whether you use standard, fixed length fiberglass handles or aluminum extension support handles, you’ll need just one base handle.</p> <p>The base handle for the fiberglass system is model FHTT. The base handle for the extension handle system is model XHTT. The base handle fits the corner roller, corner applicator and nail spotter without any adapters. The heavy duty, easy-to-change adapter (CFA-TT) connects the new handles to the corner finishers, and the new, optimal diameter makes TapeTech handles the most ergonomic in the industry.</p> <p>Both base handles feature a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use.</p> <p>Note: If you use your current Nail Spotters with the new handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter.</p>"
