Type,SKU,Name,Brand,MPN,UPC,Category,Cost,Min Margin Percent,Original Price,Current Price,Is Part,Parent SKU,Pricing Strategy,Strategy Mode,Status
part,STAPER,Columbia Automatic Taper - Sawed Off 39 in.,Columbia Taping Tools,STAPER,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1093.95,35,1683.00,1683.00,1,COL-AUTOMATIC-TAPER,undercut,auto,Optimized
part,TAPER,Columbia Automatic Taper - Standard 53 in.,Columbia Taping Tools,TAPER,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1093.95,35,1683.00,1683.00,1,COL-AUTOMATIC-TAPER,undercut,auto,Needs Attention
part,PTAPER,Columbia One Predator Taper,Columbia Taping Tools,PTAPER,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1195.06,35,1838.55,1838.55,1,,undercut,auto,Optimized
part,ICA2-1,"Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""",Columbia Taping Tools,ICA2-1,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,31.85,35,49.00,49.00,1,COL-BILLET-MUD-APPLICATOR,undercut,auto,Optimized
part,ICA4-1,"Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""",Columbia Taping Tools,ICA4-1,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,40.95,35,63.00,63.00,1,COL-BILLET-MUD-APPLICATOR,undercut,auto,Needs Attention
part,ICATW,Columbia Billet Mud Applicator - Two-Way Internal Corner - 4 Wheels,Columbia Taping Tools,ICATW,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,53.95,35,83.00,83.00,1,COL-BILLET-MUD-APPLICATOR,undercut,auto,Needs Attention
part,CEXT90,Columbia Billet Mud Applicator - External 90,Columbia Taping Tools,CEXT90,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,63.70,35,98.00,98.00,1,COL-BILLET-MUD-APPLICATOR,undercut,auto,Needs Attention
part,CFLT,Columbia Billet Mud Applicator - Flat,Columbia Taping Tools,CFLT,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,39.00,35,60.00,60.00,1,COL-BILLET-MUD-APPLICATOR,undercut,auto,Needs Attention
part,BF,Columbia Box Filler - Standard,Columbia Taping Tools,BF,,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,33.80,35,52.00,52.00,1,COL-BOX-FILLER,undercut,auto,Needs Attention
part,TBBF,Columbia Box Filler - Tall Boy,Columbia Taping Tools,TBBF,,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,33.80,35,52.00,52.00,1,COL-BOX-FILLER,undercut,auto,Needs Attention
part,CLT24,"Columbia Cam Lock Tube - 24""",Columbia Taping Tools,CLT24,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,153.40,35,236.00,236.00,1,COL-CAM-LOCK-TUBE,undercut,auto,Needs Attention
part,CLT32,"Columbia Cam Lock Tube - 32""",Columbia Taping Tools,CLT32,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,157.30,35,242.00,242.00,1,COL-CAM-LOCK-TUBE,undercut,auto,Needs Attention
part,CLT42,"Columbia Cam Lock Tube - 42""",Columbia Taping Tools,CLT42,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,166.40,35,256.00,256.00,1,COL-CAM-LOCK-TUBE,undercut,auto,Needs Attention
part,CLT55,"Columbia Cam Lock Tube - 55""",Columbia Taping Tools,CLT55,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,143.00,35,220.00,220.00,1,COL-CAM-LOCK-TUBE,undercut,auto,Needs Attention
part,2.5CSF,"Columbia Combo Flusher - 2.5""",Columbia Taping Tools,2.5CSF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,106.59,35,163.99,163.99,1,COL-COMBO-FLUSHER,undercut,auto,Needs Attention
part,3CSF,"Columbia Combo Flusher - 3""",Columbia Taping Tools,3CSF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,97.50,35,150.00,150.00,1,COL-COMBO-FLUSHER,undercut,auto,Needs Attention
part,3WTCSF,"Columbia Combo Flusher - 3"" Widetrack",Columbia Taping Tools,3WTCSF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,79.63,35,122.51,122.51,1,COL-COMBO-FLUSHER,undercut,auto,Needs Attention
part,3.5CSF,"Columbia Combo Flusher - 3.5""",Columbia Taping Tools,3.5CSF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,118.29,35,181.99,181.99,1,COL-COMBO-FLUSHER,undercut,auto,Needs Attention
part,CMT24,"Columbia Compound Tube - 24""",Columbia Taping Tools,CMT24,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,102.70,35,158.00,158.00,1,COL-COMPOUND-TUBE,undercut,auto,Needs Attention
part,CMT32,"Columbia Compound Tube - 32""",Columbia Taping Tools,CMT32,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,108.55,35,167.00,167.00,1,COL-COMPOUND-TUBE,undercut,auto,Needs Attention
part,CMT42,"Columbia Compound Tube - 42""",Columbia Taping Tools,CMT42,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,118.30,35,182.00,182.00,1,COL-COMPOUND-TUBE,undercut,auto,Needs Attention
part,CMT55,"Columbia Compound Tube - 55""",Columbia Taping Tools,CMT55,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,123.50,35,190.00,190.00,1,COL-COMPOUND-TUBE,undercut,auto,Needs Attention
part,2.5DF,"Columbia Direct Flusher - 2.5""",Columbia Taping Tools,2.5DF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,82.95,35,127.62,127.62,1,COL-DIRECT-FLUSHER,undercut,auto,Needs Attention
part,3DF,"Columbia Direct Flusher - 3""",Columbia Taping Tools,3DF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,63.70,35,98.00,98.00,1,COL-DIRECT-FLUSHER,undercut,auto,Needs Attention
part,3WTDF,"Columbia Direct Flusher - 3"" Widetrack",Columbia Taping Tools,3WTDF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,65.65,35,101.00,101.00,1,COL-DIRECT-FLUSHER,undercut,auto,Needs Attention
part,3.5DF,"Columbia Direct Flusher - 3.5""",Columbia Taping Tools,3.5DF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,94.90,35,146.00,146.00,1,COL-DIRECT-FLUSHER,undercut,auto,Needs Attention
part,4DF,"Columbia Direct Flusher - 4""",Columbia Taping Tools,4DF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,70.20,35,108.00,108.00,1,COL-DIRECT-FLUSHER,undercut,auto,Needs Attention
part,5.5FBB,"Columbia Fat Boy Flat Box - 5.5""",Columbia Taping Tools,5.5FBB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,123.47,35,189.95,189.95,1,COL-FAT-BOY-FLAT-BOX,undercut,auto,Needs Attention
part,8FBB,"Columbia Fat Boy Flat Box - 8""",Columbia Taping Tools,8FBB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,288.22,35,443.42,443.42,1,COL-FAT-BOY-FLAT-BOX,undercut,auto,Needs Attention
part,10FBB,"Columbia Fat Boy Flat Box - 10""",Columbia Taping Tools,10FBB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,295.25,35,454.23,454.23,1,COL-FAT-BOY-FLAT-BOX,undercut,auto,Needs Attention
part,12FBB,"Columbia Fat Boy Flat Box - 12""",Columbia Taping Tools,12FBB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,302.28,35,465.05,465.05,1,COL-FAT-BOY-FLAT-BOX,undercut,auto,Needs Attention
part,5.5FFB,"Columbia Flat Finisher Box - 5.5""",Columbia Taping Tools,5.5FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,239.01,35,367.71,367.71,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,7FFB,"Columbia Flat Finisher Box - 7""",Columbia Taping Tools,7FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,238.55,35,367.00,367.00,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,8FFB,"Columbia Flat Finisher Box - 8""",Columbia Taping Tools,8FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,241.15,35,371.00,371.00,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,10FFB,"Columbia Flat Finisher Box - 10""",Columbia Taping Tools,10FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,243.75,35,375.00,375.00,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,12FFB,"Columbia Flat Finisher Box - 12""",Columbia Taping Tools,12FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,247.00,35,380.00,380.00,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,14FFB,"Columbia Flat Finisher Box - 14""",Columbia Taping Tools,14FFB,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,249.60,35,384.00,384.00,1,COL-FLAT-FINISHER-BOX,undercut,auto,Needs Attention
part,GN,Columbia Gooseneck - Standard,Columbia Taping Tools,GN,,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,55.90,35,86.00,86.00,1,COL-GOOSENECK,undercut,auto,Needs Attention
part,TBGN,Columbia Gooseneck - Tall Boy,Columbia Taping Tools,TBGN,,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,80.60,35,124.00,124.00,1,COL-GOOSENECK,undercut,auto,Needs Attention
part,HMP,Columbia Hot Mud Pump - Standard,Columbia Taping Tools,HMP,,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,235.95,35,363.00,363.00,1,COL-HOT-MUD-PUMP,undercut,auto,Needs Attention
part,TBMP,Columbia Hot Mud Pump - Tall Boy,Columbia Taping Tools,TBMP,,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,307.45,35,473.00,473.00,1,COL-HOT-MUD-PUMP,undercut,auto,Needs Attention
part,HMP-C,Columbia Hot Mud Pump - CDN,Columbia Taping Tools,HMP-C,,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,247.00,35,380.00,380.00,1,COL-HOT-MUD-PUMP,undercut,auto,Needs Attention
part,MHS,"Columbia Matrix Flat Box Handle - 29""-39""",Columbia Taping Tools,MHS,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,243.75,35,375.00,375.00,1,COL-MATRIX-FLAT-BOX-HANDLE,undercut,auto,Needs Attention
part,MH,"Columbia Matrix Flat Box Handle - 40""-60""",Columbia Taping Tools,MH,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,265.85,35,409.00,409.00,1,COL-MATRIX-FLAT-BOX-HANDLE,undercut,auto,Needs Attention
part,MHL,"Columbia Matrix Flat Box Handle - 56""-76""",Columbia Taping Tools,MHL,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,321.75,35,495.00,495.00,1,COL-MATRIX-FLAT-BOX-HANDLE,undercut,auto,Needs Attention
part,2NS,"Columbia Nail Spotter - 2""",Columbia Taping Tools,2NS,,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,210.60,35,324.00,324.00,1,COL-NAIL-SPOTTER,undercut,auto,Needs Attention
part,3NS,"Columbia Nail Spotter - 3""",Columbia Taping Tools,3NS,,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,210.60,35,324.00,324.00,1,COL-NAIL-SPOTTER,undercut,auto,Needs Attention
part,C1HEXT,Columbia One Handle - Extendible 3'-5',Columbia Taping Tools,C1HEXT,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,83.20,35,128.00,128.00,1,COL-ONE-HANDLE,undercut,auto,Needs Attention
part,CHXL,Columbia One Handle - Long Extendible 4'-8',Columbia Taping Tools,CHXL,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,97.50,35,150.00,150.00,1,COL-ONE-HANDLE,undercut,auto,Needs Attention
part,C1HS,Columbia One Handle - Stubby,Columbia Taping Tools,C1HS,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,26.00,35,40.00,40.00,1,COL-ONE-HANDLE,undercut,auto,Needs Attention
part,C1H,Columbia One Handle - Fixed,Columbia Taping Tools,C1H,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,22.75,35,35.00,35.00,1,COL-ONE-HANDLE,undercut,auto,Needs Attention
part,COBCR,Columbia Outside Corner Roller - Standard,Columbia Taping Tools,COBCR,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,39.00,35,60.00,60.00,1,COL-OUTSIDE-CORNER-ROLLER,undercut,auto,Needs Attention
part,CBNCR,Columbia Outside Corner Roller - Bullnose,Columbia Taping Tools,CBNCR,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,41.60,35,64.00,64.00,1,COL-OUTSIDE-CORNER-ROLLER,undercut,auto,Needs Attention
part,COBCRE,Columbia Outside Corner Roller - European,Columbia Taping Tools,COBCRE,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,0.65,35,1.00,1.00,1,COL-OUTSIDE-CORNER-ROLLER,undercut,auto,Needs Attention
part,COBCRW,Columbia Outside Corner Roller - Wide,Columbia Taping Tools,COBCRW,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,56.24,35,86.52,86.52,1,COL-OUTSIDE-CORNER-ROLLER,undercut,auto,Needs Attention
part,PMHS,"Columbia Predator Matrix Handle - Short 29""-39""",Columbia Taping Tools,PMHS,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",249.60,35,384.00,384.00,1,COL-PREDATOR-MATRIX-HANDLE,undercut,auto,Needs Attention
part,PMH,"Columbia Predator Matrix Handle - 40""-60""",Columbia Taping Tools,PMH,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",271.70,35,418.00,418.00,1,COL-PREDATOR-MATRIX-HANDLE,undercut,auto,Needs Attention
part,PMHL,"Columbia Predator Matrix Handle - Long 56""-76""",Columbia Taping Tools,PMHL,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",326.95,35,503.00,503.00,1,COL-PREDATOR-MATRIX-HANDLE,undercut,auto,Needs Attention
part,PC1HEXT,Columbia Predator One Handle - Extendable 3'-5',Columbia Taping Tools,PC1HEXT,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",89.70,35,138.00,138.00,1,COL-PREDATOR-ONE-HANDLE,undercut,auto,Needs Attention
part,PC1H,Columbia Predator One Handle - 4' Fixed,Columbia Taping Tools,PC1H,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",40.30,35,62.00,62.00,1,COL-PREDATOR-ONE-HANDLE,undercut,auto,Needs Attention
part,PCHXL,Columbia Predator One Handle - Long Extendable 4'-8',Columbia Taping Tools,PCHXL,,"Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles, Drywall Finishing Tools > Predator Family",109.20,35,168.00,168.00,1,COL-PREDATOR-ONE-HANDLE,undercut,auto,Needs Attention
part,2.5SF,"Columbia Standard Flusher - 2.5""",Columbia Taping Tools,2.5SF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,75.92,35,116.80,116.80,1,COL-STANDARD-FLUSHER,undercut,auto,Needs Attention
part,3SF,"Columbia Standard Flusher - 3""",Columbia Taping Tools,3SF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,59.80,35,92.00,92.00,1,COL-STANDARD-FLUSHER,undercut,auto,Needs Attention
part,3WTSF,"Columbia Standard Flusher - 3"" Widetrack",Columbia Taping Tools,3WTSF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,60.45,35,93.00,93.00,1,COL-STANDARD-FLUSHER,undercut,auto,Needs Attention
part,3.5SF,"Columbia Standard Flusher - 3.5""",Columbia Taping Tools,3.5SF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,86.46,35,133.02,133.02,1,COL-STANDARD-FLUSHER,undercut,auto,Needs Attention
part,4SF,"Columbia Standard Flusher - 4""",Columbia Taping Tools,4SF,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,68.25,35,105.00,105.00,1,COL-STANDARD-FLUSHER,undercut,auto,Needs Attention
part,7CFB,"Columbia Throttle Corner Flusher Box - 7""",Columbia Taping Tools,7CFB,,Drywall Finishing Tools > Automatic Taping Tools > Corner Boxes,194.35,35,299.00,299.00,1,COL-THROTTLE-CORNER-FLUSHER-BOX,undercut,auto,Needs Attention
part,8CFB,"Columbia Throttle Corner Flusher Box - 8""",Columbia Taping Tools,8CFB,,Drywall Finishing Tools > Automatic Taping Tools > Corner Boxes,202.15,35,311.00,311.00,1,COL-THROTTLE-CORNER-FLUSHER-BOX,undercut,auto,Needs Attention
part,TCS,Columbia Tool Case - Gun Case,Columbia Taping Tools,TCS,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Cases,113.75,35,175.00,175.00,1,COL-TOOL-CASE,undercut,auto,Needs Attention
part,RC,Columbia Tool Case - Road Case,Columbia Taping Tools,RC,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Cases,663.10,35,1020.16,1020.16,1,COL-TOOL-CASE,undercut,auto,Needs Attention
part,FMH,Columbia UHMW Mud Applicator - L-Trim,Columbia Taping Tools,FMH,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,63.70,35,98.00,98.00,1,COL-UHMW-MUD-APPLICATOR,undercut,auto,Needs Attention
part,IA90,Columbia UHMW Mud Applicator - Inside 90°,Columbia Taping Tools,IA90,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,63.70,35,98.00,98.00,1,COL-UHMW-MUD-APPLICATOR,undercut,auto,Needs Attention
part,OA90,Columbia UHMW Mud Applicator - Outside 90°,Columbia Taping Tools,OA90,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,63.70,35,98.00,98.00,1,COL-UHMW-MUD-APPLICATOR,undercut,auto,Needs Attention
part,OA90-325,Columbia UHMW Mud Applicator - Outside 90° 325,Columbia Taping Tools,OA90-325,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,58.01,35,89.25,89.25,1,COL-UHMW-MUD-APPLICATOR,undercut,auto,Needs Attention
part,TS,Columbia Tactical Set,Columbia Taping Tools,TS,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,3532.75,35,5435.00,5435.00,1,,undercut,auto,Needs Attention
part,PTS,Columbia Predator Tactical Set,Columbia Taping Tools,PTS,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,3809.65,35,5861.00,5861.00,1,,undercut,auto,Needs Attention
part,SACS,Columbia Commando Set,Columbia Taping Tools,SACS,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,597.35,35,919.00,919.00,1,,undercut,auto,Needs Attention
part,TWS,Columbia Warrior Set,Columbia Taping Tools,TWS,,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,430.95,35,663.00,663.00,1,,undercut,auto,Needs Attention
part,CPFP,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump,Columbia Taping Tools,CPFP,,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,957.45,35,1473.00,1473.00,1,,undercut,auto,Needs Attention
part,CPFGN,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,Columbia Taping Tools,CPFGN,,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,178.75,35,275.00,275.00,1,,undercut,auto,Needs Attention
part,FA280,#10 Belleville Washer,Columbia Taping Tools,FA280,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA268,#10 Flat Washer,Columbia Taping Tools,FA268,,Drywall Finishing Tools > Parts,1.46,35,2.25,2.25,1,,undercut,auto,Needs Attention
part,FA270,"#10 x 3/4"" Fender Washer",Columbia Taping Tools,FA270,,Drywall Finishing Tools > Parts,1.63,35,2.50,2.50,1,,undercut,auto,Floor Lock Triggered
part,FA228,#6 Flat Washer,Columbia Taping Tools,FA228,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA229,#6 Lock Washer,Columbia Taping Tools,FA229,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA230,#6 Star Washer,Columbia Taping Tools,FA230,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA253,#8 Flat Washer,Columbia Taping Tools,FA253,,Drywall Finishing Tools > Parts,1.20,35,1.85,1.85,1,,undercut,auto,Needs Attention
part,FA252,#8 Star Washer,Columbia Taping Tools,FA252,,Drywall Finishing Tools > Parts,1.33,35,2.05,2.05,1,,undercut,auto,Needs Attention
part,FA202,"1/16 X 1/2"" Cotter Pin",Columbia Taping Tools,FA202,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA200,"1/16 x 1/4"" Split Pin",Columbia Taping Tools,FA200,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA203,"1/16 x 3/4"" Cotter Pin",Columbia Taping Tools,FA203,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA3,"1/2"" x 7/8"" Flat Washer",Columbia Taping Tools,FA308,,Drywall Finishing Tools > Parts,1.63,35,2.50,2.50,1,,undercut,auto,Floor Lock Triggered
part,CT109,1/4 - 20 Hex Nut,Columbia Taping Tools,CT109,,Drywall Finishing Tools > Parts,3.90,35,6.00,6.00,1,,undercut,auto,Needs Attention
part,FA296,"1/4 -20 x 1/2"" Hex Bolt",Columbia Taping Tools,FA296,,Drywall Finishing Tools > Parts,2.18,35,3.35,3.35,1,,undercut,auto,Needs Attention
part,FA295,"1/4 x 1/2"" Flathead Socket",Columbia Taping Tools,FA295,,Drywall Finishing Tools > Parts,2.24,35,3.45,3.45,1,,undercut,auto,Needs Attention
part,FA379,"1/4"" SS E-Clip",Columbia Taping Tools,FA379,,Drywall Finishing Tools > Parts,2.11,35,3.25,3.25,1,,undercut,auto,Needs Attention
part,FA286,"1/4"" x 1/2"" Flat Washer",Columbia Taping Tools,FA286,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA288,"1/4"" X 3/4"" Split Pin",Columbia Taping Tools,FA288,,Drywall Finishing Tools > Parts,1.46,35,2.25,2.25,1,,undercut,auto,Needs Attention
part,FA291,1/4-20 Hex Nut,Columbia Taping Tools,FA291,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA299,"1/4-20 x 1 1/2"" Pan Phillips",Columbia Taping Tools,FA299,,Drywall Finishing Tools > Parts,2.60,35,4.00,4.00,1,,undercut,auto,Needs Attention
part,FA313,1/4-20 X 1/4 Socket Head Set Screw,Columbia Taping Tools,FA313,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
