sku,name,brand,product_type,current_price,map_price,gtin,mpn,manufacturer_sku,slug
CT13,Dog Base Bracket,Columbia Tools,simple,16.00,,,CT13,,columbia-dog-base-bracket-ct13
CFB4-7,"Door - 7""",Columbia Tools,variation,42.50,,,CFB4-7,,columbia-tools-door-7-inch-cfb4-7
CFB4-8,"Door - 8""",Columbia Tools,variation,46.95,,,CFB4-8,,columbia-tools-corner-flusher-box-door-8-inch-cfb4-8
HNS15-2,"Door Gasket - 2""",Columbia Tools,variation,36.00,,,HNS15-2,,columbia-tools-door-gasket-2-hns15-2
HNS15-3,"Door Gasket - 3""",Columbia Tools,variation,35.00,,,HNS15-3,,columbia-tools-hinged-nailspotter-door-gasket-3-hns15-3
CFB7-7,"Door Gasket - 7""",Columbia Tools,variation,28.50,,,CFB7-7,,columbia-tools-door-gasket-7-inch
CFB7-8,"Door Gasket - 8""",Columbia Tools,variation,31.95,,,CFB7-8,,columbia-tools-door-gasket-8-inch-cfb7-8
HNS10A,Door Spring - Short,Columbia Tools,variation,18.75,,,HNS10A,,columbia-tools-door-spring-short-hns10a
HNS10,Door Spring - Long,Columbia Tools,variation,18.75,,,HNS10,,columbia-tools-hinged-nailspotter-door-spring-long-hns10
CT71,Drive Sprocket - Small,Columbia Tools,variation,15.00,,,CT71,,columbia-ct71-small-drive-sprocket
CT77,Drive Sprocket - Large,Columbia Tools,variation,26.50,,,CT77,,columbia-tools-drive-sprocket-large-ct77
CFB15,Door Hinge,Columbia Tools,simple,24.95,,,CFB15,,columbia-tools-door-hinge-cfb15
FFB17,Door Spring,Columbia Tools,simple,5.00,,,FFB17,,columbia-tools-ffb17-door-spring
FFB16,Door Spring Nut,Columbia Tools,simple,5.00,,,FFB16,,columbia-tools-door-spring-nut-ffb16
CFB11A,Door Stop,Columbia Tools,simple,3.00,,,CFB11A,,columbia-tools-door-stop-cfb11a
FFB32,Door Stop,Columbia Tools,simple,3.00,,,FFB32,,columbia-tools-door-stop-ffb32
CT78,Drive Chain,Columbia Tools,simple,66.00,,,CT78,,columbia-ct78-drive-chain
CT70,Drive Shaft,Columbia Tools,simple,33.00,,,CT70,,columbia-tools-drive-shaft-ct70
CT87,Engraved Cover Plate Cap,Columbia Tools,simple,42.00,,,CT87,,columbia-tools-ct87-engraved-cover-plate-cap
HH5,Extension Housing,Columbia Tools,simple,33.00,,,HH5,,columbia-tools-matrix-handle-extension-housing-hh5
HH30,Extension Release Trigger,Columbia Tools,simple,14.25,,,HH30,,columbia-tools-hh30-extension-release-trigger
CT130,Extension Shaft,Columbia Tools,simple,32.50,,,CT130,,columbia-tools-extension-shaft-ct130
AH7-2,"Frame Tension Spring - 2""",Columbia Tools,variation,12.50,,,AH7-2,,columbia-tools-frame-tension-spring-2-ah7-2
AH7-2.5,"Frame Tension Spring - 2.5""",Columbia Tools,variation,2.00,,,AH7-2.5,,columbia-tools-frame-tension-spring-2-5-ah7-2-5
AH7-3,"Frame Tension Spring - 3""",Columbia Tools,variation,13.25,,,AH7,,columbia-tools-frame-tension-spring-3-inch-ah7-3
AH7-3.5,"Frame Tension Spring - 3.5""",Columbia Tools,variation,14.50,,,AH7-3.5,,columbia-tools-frame-tension-spring-3-5-ah7-3-5
CT127,Extension Shaft Bracket,Columbia Tools,simple,21.95,,,CT127,,columbia-tools-extension-shaft-bracket-ct127
MP33,Filler Gasket,Columbia Tools,simple,2.00,,,MP33,,columbia-tools-filler-gasket-mp33
MP28,Filler Nut,Columbia Tools,simple,12.25,,,MP28,,columbia-tools-filler-nut-mp28
MP25,Filler Studs,Columbia Tools,simple,10.00,,,MP25,,columbia-mp25-filler-studs
MP2,Foot Valve Casting,Columbia Tools,simple,29.00,,,MP2,,columbia-tools-mp2-foot-valve-casting
AH5,Frame Retainer Clip,Columbia Tools,simple,2.00,,,AH5,,columbia-tools-ah5-frame-retainer-clip
AH6A,Funnel Retainer Clip,Columbia Tools,simple,19.00,,,AH6A,,columbia-tools-funnel-retainer-clip-ah6a
MH21,Grip Adjuster Housing,Columbia Tools,simple,21.95,,,MH21,,columbia-grip-adjuster-housing-mh21
MH23,Grip Adjusting Fastener,Columbia Tools,simple,11.00,,,MH23,,columbia-mh23-grip-adjusting-fastener
MH22,Grip Adjustment Pin,Columbia Tools,simple,11.00,,,MH22,,columbia-tools-mh22-grip-adjustment-pin
HH15,Grip Sleeve Octagon,Columbia Tools,simple,15.00,,,HH15,,columbia-tools-grip-sleeve-octagon-hh15
CT115,Guard Ring,Columbia Tools,simple,20.00,,,CT115,,columbia-tools-automatic-taper-guard-ring-ct115
CT58,Guide Rod Bushing,Columbia Tools,simple,8.00,,,CT58,,columbia-tools-ct58-guide-rod-bushing
CT126,Hand Grip Body,Columbia Tools,simple,66.00,,,CT126,,columbia-tools-hand-grip-body-ct126
CT124,Hand Grip Guard Ring,Columbia Tools,simple,20.00,,,CT124,,columbia-tools-hand-grip-guard-ring-ct124
HNS12,Handle Clamp,Columbia Tools,simple,17.00,,,HNS12,,columbia-hns12-handle-clamp
CR11,Handle Connecting Link,Columbia Tools,simple,18.95,,,CR11,,columbia-tools-cr11-handle-connecting-link
HH35,Handle Grip,Columbia Tools,simple,7.00,,,HH35,,columbia-tools-hh35-handle-grip
MH4,Handle Grip,Columbia Tools,simple,37.00,,,MH4,,columbia-tools-mh4-handle-grip
MH11,Handle Grip Bushing,Columbia Tools,simple,6.00,,,MH11,,columbia-tools-handle-grip-bushing-mh11
AH1-2,"Head Casting - 2""",Columbia Tools,variation,153.00,,,AH1-2,,columbia-tools-head-casting-2-inch-ah1-2
AH1-2.5,"Head Casting - 2.5""",Columbia Tools,variation,173.85,,,AH1-2.5,,columbia-tools-head-casting-2-5-ah1-2-5
AH1-3,"Head Casting - 3""",Columbia Tools,variation,153.00,,,AH1-3,,columbia-tools-head-casting-3-ah1-3
AH1-3.5,"Head Casting - 3.5""",Columbia Tools,variation,153.00,,,AH1-3.5,,columbia-tools-head-casting-3-5-ah1-3-5
HFFB3,Hinge Box End Plate - Right,Columbia Tools,variation,36.00,,,HFFB3,,columbia-tools-hinge-box-end-plate-right-hffb3
HFFB3A,Hinge Box End Plate - Left,Columbia Tools,variation,36.00,,,HFFB3A,,columbia-hinge-box-end-plate-left-hffb3a
MP6,Handle Link,Columbia Tools,simple,33.00,,,MP6,,columbia-tools-hot-mud-pump-handle-link-mp6
HNSA-14,Handle Link Assembly,Columbia Tools,simple,45.00,,,HNSA14,,columbia-hnsa-14-handle-link-assembly
MH1,Handle Mount Plate,Columbia Tools,simple,75.00,,,MH1,,columbia-tools-handle-mount-plate-mh1
CR6,Handle Mounting Swivel,Columbia Tools,simple,24.95,,,CR6,,columbia-tools-handle-mounting-swivel-cr6
HPA-48,Handle Pin Assembly,Columbia Tools,simple,5.00,,,HPA48,,columbia-tools-handle-pin-assembly-hpa-48
HH8,Handle Tube,Columbia Tools,simple,45.00,,,HH8,,columbia-tools-hh8-handle-tube
MP5,Head Bushing,Columbia Tools,simple,13.95,,,MP5,,columbia-tools-head-bushing-mp5
CR1,Head Casting,Columbia Tools,simple,39.00,,,CR1,,columbia-tools-corner-roller-head-casting-cr1
FFB39,Hex Bolt,Columbia Tools,simple,3.00,,,FFB39,,columbia-tools-hex-bolt-ffb39
CT20,Hinge Block,Columbia Tools,simple,24.95,,,CT20,,columbia-tools-automatic-taper-hinge-block-ct20
CFB15A,Hinge Bushing (Plastic Washer),Columbia Tools,simple,8.50,,,CFB15A,,columbia-tools-hinge-bushing-plastic-washer-cfb15a
BH6,Hinge Pin,Columbia Tools,simple,11.25,,,BH6,,columbia-tools-hinge-pin-bh6
MH6,Hinge Pin,Columbia Tools,simple,4.00,,,MH6,,columbia-tools-mh6-hinge-pin
CT79,Hollow Shaft,Columbia Tools,simple,38.50,,,CT79,,columbia-tools-hollow-shaft-ct79
CT68,Hub,Columbia Tools,simple,15.00,,,CT68,,columbia-tools-hub-ct68
CT2,Insert Bushing for CT#7A,Columbia Tools,simple,5.00,,,CT2,,columbia-tools-insert-bushing-ct7a-ct2
MH13,Large Nyliner Bushing,Columbia Tools,simple,5.00,,,MH13,,columbia-tools-large-nyliner-bushing-mh13
CT4,Wafer Bushing - Left,Columbia Tools,variation,2.00,,,CT4,,columbia-tools-wafer-bushing-left-ct4
CT5,Wafer Bushing - Right,Columbia Tools,variation,11.50,,,CT5,,columbia-tools-wafer-bushing-right-ct5
HP47,Latch Clamp Assembly,Columbia Tools,simple,28.95,,,HP47,,columbia-tools-latch-clamp-assembly-hp47
HP46,Latch Keeper,Columbia Tools,simple,19.75,,,HP46,,columbia-tools-latch-keeper-hp46
MP8,Leg,Columbia Tools,simple,71.00,,,MP8,,columbia-mp8-leg-hot-mud-pump-part
HH17C,Line Pincher,Columbia Tools,simple,4.00,,,HH17C,,columbia-line-pincher-hh17c
BH4,Lower Brake Lever,Columbia Tools,simple,19.75,,,BH4,,columbia-tools-bh4-lower-brake-lever
MH3,Lower Mount Bracket,Columbia Tools,simple,33.00,,,MH3,,columbia-tools-matrix-handle-lower-mount-bracket-mh3
BH3,Lower Mounting Bracket,Columbia Tools,simple,32.00,,,BH3,,columbia-bh3-lower-mounting-bracket
CT80,Manual Drive Grip,Columbia Tools,simple,18.75,,,CT80,,columbia-tools-manual-drive-grip-ct80
MH2,Matrix Handle Head,Columbia Tools,simple,4.00,,,MH2,,columbia-matrix-handle-head-mh2
CT43,Micro Chain,Columbia Tools,simple,24.50,,,CT43,,columbia-tools-ct43-micro-chain
MH3A,Mounting Bracket Stem,Columbia Tools,simple,4.00,,,MH3A,,columbia-tools-mh3a-mounting-bracket-stem
BH1,Mounting Plate,Columbia Tools,simple,30.00,,,BH1,,columbia-tools-mounting-plate-bh1
MP24,Mud Pump Screen,Columbia Tools,simple,4.00,,,MP24,,columbia-tools-mud-pump-screen-mp24
MP23,Mud Pump Seal,Columbia Tools,simple,16.50,,,MP23,,columbia-tools-mud-pump-seal-mp23
HFFB1A-10,"Mud Seal Strip - 10""",Columbia Tools,simple,10.00,,,HFFB1A,,columbia-tools-mud-seal-strip-10-hffb1a-10
CT96,Mud Shut-Off Gasket,Columbia Tools,simple,4.00,,,CT96,,columbia-mud-shut-off-gasket-ct96
CT98,Mud Supply Seal Plate & Shaft,Columbia Tools,simple,24.95,,,CT98,,columbia-tools-automatic-taper-seal-plate-shaft-ct98
CT97,Mud Supply Valve Body,Columbia Tools,simple,34.50,,,CT97,,columbia-tools-mud-supply-valve-body-ct97
CFB6,Mud Supply Valve Unit,Columbia Tools,simple,29.00,,,CFB6,,columbia-mud-supply-valve-unit-cfb6
HNS17A,Nail Spotter Handle Tightness Screw,Columbia Tools,simple,5.00,,,HNS17A,,columbia-nail-spotter-handle-tightness-screw-hns17a
CT63,Needle,Columbia Tools,simple,2.00,,,CT63,,columbia-tools-ct63-needle-taper-part
CT62,Needle Holding Shaft,Columbia Tools,simple,16.00,,,CT62,,columbia-tools-needle-holding-shaft-ct62
MP13A,Piston Backing Washer - Small,Columbia Tools,variation,12.50,,,MP13A,,columbia-tools-piston-backing-washer-small-mp13a
MP13,Piston Backing Washer - Large,Columbia Tools,variation,14.25,,,MP13,,columbia-tools-piston-backing-washer-large-mp13
CT64,Needle Return Shaft,Columbia Tools,simple,6.00,,,CT64,,columbia-tools-ct64-needle-return-shaft
CT65,Needle Return Spring,Columbia Tools,simple,4.00,,,CT65,,columbia-ct65-needle-return-spring
HFFB4D,Nylatron Bushing,Columbia Tools,simple,3.00,,,HFFB4D,,columbia-tools-hffb4d-nylatron-bushing
MP36,Nylatron Bushing,Columbia Tools,simple,11.50,,,MP36,,columbia-tools-nylatron-bushing-mp36
CT76,Nylatron Washer,Columbia Tools,simple,6.25,,,CT76,,columbia-ct76-nylatron-washer
FFB38,Nyliner Bearing,Columbia Tools,simple,2.00,,,FFB38,,columbia-tools-ffb38-nyliner-bearing
HP45,O Ring Enclosure,Columbia Tools,simple,22.00,,,HP45,,columbia-tools-hp45-o-ring-enclosure
CT121A,O-Ring,Columbia Tools,simple,2.00,,,CT121A,,columbia-tools-o-ring-ct121a
MP23A,O-Ring,Columbia Tools,simple,2.00,,,MP23A,,columbia-tools-o-ring-mp23a
MH10,Octagon,Columbia Tools,simple,36.00,,,MH10,,columbia-octagon-mh10-matrix-handle-part
CT19,Paper Feed Guide,Columbia Tools,simple,24.95,,,CT19,,columbia-tools-ct19-paper-feed-guide
MH17,Pinch Brake,Columbia Tools,simple,24.50,,,MH17,,columbia-tools-mh17-pinch-brake
MH15,Pinch Brake Activator,Columbia Tools,simple,22.00,,,MH15,,columbia-pinch-brake-activator-mh15
MH24,Pinch Brake Bushing,Columbia Tools,simple,12.75,,,MH24,,columbia-tools-pinch-brake-bushing-mh24
MH18,Pinch Brake Housing,Columbia Tools,simple,20.00,,,MH18,,columbia-tools-matrix-handle-pinch-brake-housing-mh18
MH19,Pinch Brake Sleeve,Columbia Tools,simple,28.00,,,MH19,,columbia-mh19-pinch-brake-sleeve
MH25,Pinch Brake Stem,Columbia Tools,simple,14.95,,,MH25,,columbia-pinch-brake-stem-mh25
MH12,PinchBrake Spring,Columbia Tools,simple,4.00,,,MH12,,columbia-tools-mh12-pinchbrake-spring
CT107,Piston Body,Columbia Tools,simple,27.00,,,CT107,,columbia-tools-ct107-piston-body
CT111,Piston Cup,Columbia Tools,simple,11.75,,,CT111,,columbia-tools-ct111-piston-cup
MP14,Piston Cup,Columbia Tools,simple,11.75,,,MP14,,columbia-tools-piston-cup-mp14
HH16,Piston Housing,Columbia Tools,simple,27.00,,,HH16,,columbia-tools-piston-housing-hh16
CT3,Insert Bushing - Right,Columbia Tools,variation,12.00,,,CT3,,columbia-tools-insert-bushing-right-ct3
CT3A,Insert Bushing - Left,Columbia Tools,variation,14.50,,,CT3A,,columbia-tools-insert-bushing-left-ct3a
CT29,Nylatron Chain Roller - Right (Small),Columbia Tools,variation,13.50,,,CT29,,columbia-tools-nylatron-chain-roller-right-small-ct29
CT29A,Nylatron Chain Roller - Left (Large),Columbia Tools,variation,4.00,,,CT29A,,columbia-nylatron-chain-roller-left-large-ct29a
HH23,Piston O-Ring,Columbia Tools,simple,2.00,,,HH23,,columbia-tools-hh23-piston-o-ring
MP11,Piston Shaft,Columbia Tools,simple,28.50,,,MP11,,columbia-tools-hot-mud-pump-piston-shaft-mp11
HNS18,Pivot,Columbia Tools,simple,4.00,,,HNS18,,columbia-tools-hns18-hinged-nailspotter-pivot
BH2,Plate,Columbia Tools,simple,24.50,,,BH2,,columbia-bh2-plate-180-grip-box-handle
HP1,Pump Cylinder,Columbia Tools,simple,52.00,,,HP1,,columbia-tools-hp1-pump-cylinder
MP3,Pump Flapper Valve,Columbia Tools,simple,4.00,,,MP3,,columbia-tools-pump-flapper-valve-mp3
MP7,Pump Handle,Columbia Tools,simple,87.00,,,MP7,,columbia-tools-mp7-pump-handle
CT67,Ratchet Gear,Columbia Tools,simple,34.50,,,CT67,,columbia-tools-ratchet-gear-ct67
CT15,Ratchet Rod for Adjustable Brake,Columbia Tools,simple,6.00,,,CT15,,columbia-ratchet-rod-adjustable-brake-ct15
CT92,Release Clip Bushing,Columbia Tools,simple,10.00,,,CT92,,columbia-ct92-release-clip-bushing
HH31,Release Clip Pin,Columbia Tools,simple,12.95,,,HH31,,columbia-tools-hh31-release-clip-pin
HH32,Release Clip Washer,Columbia Tools,simple,22.00,,,HH32,,columbia-tools-matrix-handle-release-clip-washer-hh32
CT89,Release Rod Sleeve,Columbia Tools,simple,12.95,,,CT89,,columbia-tools-ct89-release-rod-sleeve
AH1B,Return Spring,Columbia Tools,simple,3.00,,,AH1B,,columbia-tools-return-spring-ah1b
CT101,Return Spring,Columbia Tools,simple,9.25,,,CT101,,columbia-tools-return-spring-ct101
CT54,Return Spring,Columbia Tools,simple,3.00,,,CT54,,columbia-tools-ct54-return-spring
CT40,Return Spring Ring,Columbia Tools,simple,2.00,,,CT40,,columbia-tools-return-spring-ring-ct40
CT36,Return Spring Tube,Columbia Tools,simple,33.00,,,CT36,,columbia-tools-ct36-return-spring-tube
HH33,Rlease Trigger Spring,Columbia Tools,simple,11.75,,,HH33,,columbia-tools-hh33-release-trigger-spring
FFB7,Shoe - Right,Columbia Tools,variation,42.95,,,FFB7,,columbia-tools-ffb7-shoe-right
FFB7A,Shoe - Left,Columbia Tools,variation,42.95,,,FFB7A,,columbia-tools-ffb7a-left-shoe
CFB3-7,"Side Plate - 7""",Columbia Tools,variation,40.00,,,CFB3-7,,columbia-side-plate-7-inch-cfb3-7
CFB3-8,"Side Plate - 8""",Columbia Tools,variation,40.00,,,CFB3-8,,columbia-side-plate-8-inch-cfb3-8
CT90,Rod Sleeve Housing,Columbia Tools,simple,22.50,,,CT90,,columbia-tools-ct90-rod-sleeve-housing
HNS12A,Roll Pin,Columbia Tools,simple,6.00,,,HNS12A,,columbia-tools-hns12a-roll-pin-hinged-nailspotter
HNS13,Roll Pin Bushing,Columbia Tools,simple,9.95,,,HNS13,,columbia-hns13-roll-pin-bushing
CR2,Roller,Columbia Tools,simple,12.00,,,CR2,,columbia-tools-corner-roller-cr2
CT28,Roller Bushing,Columbia Tools,simple,10.75,,,CT28,,columbia-tools-roller-bushing-ct28
CT125,Rollers,Columbia Tools,simple,15.25,,,CT125,,columbia-tools-ct125-rollers-automatic-taper
FFB37,Rubber for Box Wheel,Columbia Tools,simple,2.00,,,FFB37,,columbia-tools-rubber-for-box-wheel-ffb37
CT87-CS,Rubber Seal,Columbia Tools,simple,9.75,,,CT87,,columbia-tools-automatic-taper-rubber-seal-ct87-cs
AH4,Side Blade,Columbia Tools,simple,29.50,,,AH4,,columbia-tools-side-blade-ah4
CT7A,Side Plate Hub,Columbia Tools,simple,24.50,,,CT7A,,columbia-tools-ct7a-side-plate-hub
MP39,Sleeve,Columbia Tools,simple,14.75,,,MP39,,columbia-tools-mp39-sleeve-hot-mud-pump
MH20,Small Nyliner Bushing,Columbia Tools,simple,3.00,,,MH20,,columbia-small-nyliner-bushing-mh20
AH18,Socket Wear Cap,Columbia Tools,simple,9.00,,,AH18,,columbia-tools-angle-head-socket-wear-cap-ah18
CT119,Spool Retaining Spring,Columbia Tools,simple,7.25,,,CT119,,columbia-tools-ct119-spool-retaining-spring
AH1A,Spring Housing,Columbia Tools,simple,8.00,,,AH1A,,columbia-tools-ah1a-spring-housing
FFB4B,Stainless Steel Backing Washer,Columbia Tools,simple,4.00,,,FFB4B,,columbia-tools-stainless-steel-backing-washer-ffb4b
CT6A,Stainless Steel Side Plate - Left,Columbia Tools,simple,42.95,,,CT6A,,columbia-tools-automatic-taper-ct6a-left-side-plate
FFB4A,Stainless Steel Washer,Columbia Tools,simple,5.00,,,FFB4A,,columbia-tools-stainless-steel-washer-ffb4a
CT116A,Strap,Columbia Tools,simple,28.50,,,CT116A,,columbia-tools-ct116a-strap
AH8A,"Top Retainer Corner Clip - 3.5""",Columbia Tools,variation,9.75,,,AH8A,,columbia-tools-3-5-top-retainer-corner-clip-ah8a
AH8,Top Retainer Corner Clip - Standard,Columbia Tools,variation,8.00,,,AH8,,columbia-tools-top-retainer-corner-clip-standard-ah8
D38-64,Dura-III Adjustable - 38”-64”,Dura-Stilts,variation,584.00,,,D38-64,,dura-stilts-dura-iii-adjustable-38-64
4-701,"LEVEL5 Corner Applicator - 7""",LEVEL5,variation,285.59,,,4-701,,level5-7-inch-corner-applicator-4-701
4-702,"LEVEL5 Corner Applicator - 8""",LEVEL5,variation,294.52,,,4-702,,level5-8-inch-corner-applicator-4-702
4-794,"LEVEL5 Corner Applicator Handle (Extendable) - 31""-50""",LEVEL5,variation,175.08,,,4-794,,level5-corner-applicator-handle-extendable-31-50
4-798,"LEVEL5 Corner Applicator Handle (Extendable) - 43""-72""",LEVEL5,variation,193.78,,,4-798,,level5-corner-applicator-handle-extendable-43-72
BH11,Strap Connecting Pin,Columbia Tools,simple,7.95,,,BH11,,columbia-tools-180-grip-box-handle-strap-connecting-pin-bh11
CR12,Swivel Coupling Pin,Columbia Tools,simple,12.50,,,CR12,,columbia-corner-roller-swivel-coupling-pin-cr12
CT57,Tape Advance Carriage,Columbia Tools,simple,82.00,,,CT57,,columbia-tools-ct57-tape-advance-carriage
CT120,Tape Spool,Columbia Tools,simple,14.50,,,CT120,,columbia-tools-ct120-tape-spool
CT14A,Taper Adjustable Brake,Columbia Tools,simple,22.50,,,CT14A,,columbia-tools-taper-adjustable-brake-ct14a
FFB32A,Thumb Release Clip Screw,Columbia Tools,simple,12.50,,,FFB32A,,columbia-tools-ffb32a-thumb-release-clip-screw
CT53,Toe Kicker,Columbia Tools,simple,28.50,,,CT53,,columbia-tools-ct53-toe-kicker
CT92A,Toe Kicker Caple Retainer Clip,Columbia Tools,simple,7.95,,,CT92A,,columbia-tools-toe-kicker-cable-retainer-clip-ct92a
HH10A,Top Cap,Columbia Tools,simple,2.00,,,HH10A,,columbia-tools-hydra-reach-top-cap-hh10a
BH5,Upper Mounting Bracket,Columbia Tools,simple,18.50,,,BH5,,columbia-tools-upper-mounting-bracket-bh5
HH2,Upper Mounting Bracket,Columbia Tools,simple,66.00,,,HH2,,columbia-tools-hh2-upper-mounting-bracket
HNS20,Wedge,Columbia Tools,simple,22.50,,,HNS20,,columbia-hns20-wedge-hinged-nailspotter-part
4-732,"LEVEL5 Corner Finisher - 2.5""",LEVEL5,variation,397.37,,,4-732,,level5-corner-finisher-2-5-4-732
4-733,"LEVEL5 Corner Finisher - 3""",LEVEL5,variation,406.72,,,4-733,,level5-3-inch-corner-finisher-4-733
4-734,"LEVEL5 Corner Finisher - 3.5""",LEVEL5,variation,416.07,,,4-734,,level5-corner-finisher-3-5-4-734
4-735,"LEVEL5 Corner Finisher - 4""",LEVEL5,variation,425.42,,,4-735,,level5-4-inch-corner-finisher-4-735
4-795,"LEVEL5 Corner Finisher Handle (Extendable) - 31""-50""",LEVEL5,variation,186.98,,,4-795,,level5-corner-finisher-handle-extendable-31-50
4-799,"LEVEL5 Corner Finisher Handle (Extendable) - 43""-72""",LEVEL5,variation,205.68,,,4-799,,level5-corner-finisher-extendable-handle-43-72
4-743,"LEVEL5 Corner Flusher - 3""",LEVEL5,variation,128.69,,,4-743,,level5-3-inch-corner-flusher-4-743
4-744,"LEVEL5 Corner Flusher - 3.5""",LEVEL5,variation,132.74,,,4-744,,level5-corner-flusher-3-5-inch
4-767,"LEVEL5 Flat Box (MEGA) - 7""",LEVEL5,variation,398.64,,,4-767,,level5-7-inch-mega-flat-box-4-767
4-768,"LEVEL5 Flat Box (MEGA) - 10""",LEVEL5,variation,407.99,,,4-768,,level5-flat-box-mega-10-inch-4-768
4-769,"LEVEL5 Flat Box (MEGA) - 12""",LEVEL5,variation,422.02,,,4-769,,level5-flat-box-mega-12-inch-4-769
4-764,"LEVEL5 Flat Box (Standard) - 7""",LEVEL5,variation,379.52,,,4-764,,level5-flat-box-standard-7-inch
4-765,"LEVEL5 Flat Box (Standard) - 10""",LEVEL5,variation,388.87,,,4-765,,level5-flat-box-standard-10-inch-4-765
4-766,"LEVEL5 Flat Box (Standard) - 12""",LEVEL5,variation,398.64,,,4-766,,level5-flat-box-standard-12-inch-4-766
4-770,"LEVEL5 Flat Box (Standard) - 14""",LEVEL5,variation,412.67,,,4-770,,level5-flat-box-standard-14-inch
4-759,"LEVEL5 Flat Box Handle (Extendable) - 48""-78""",LEVEL5,variation,313.22,,,4-759,,level5-flat-box-handle-extendable-48-78
4-780,"LEVEL5 Flat Box Handle (Extendable) - 40""-62""",LEVEL5,variation,303.87,,,4-780,,level5-extendable-flat-box-handle-40-62
4-781,"LEVEL5 Flat Box Handle (Extendable) - 30""-42""",LEVEL5,variation,294.52,,,4-781,,level5-flat-box-handle-extendable-30-42
4-782,"LEVEL5 Flat Box Handle (Extendable) - 23""-32""",LEVEL5,variation,276.24,,,4-782,,level5-flat-box-handle-extendable-23-32
4-711,"LEVEL5 Flat Box Handle (Fixed Length) - 34""",LEVEL5,variation,175.09,,,4-711,,level5-flat-box-handle-fixed-34-inch
4-712,"LEVEL5 Flat Box Handle (Fixed Length) - 42""",LEVEL5,variation,184.02,,,4-712,,level5-flat-box-handle-fixed-42-inch
4-740,"LEVEL5 Flat Box Handle (Fixed Length) - 54""",LEVEL5,variation,202.72,,,4-740,,level5-flat-box-handle-fixed-54-4-740
4-754,"LEVEL5 Nail Spotter - 2""",LEVEL5,variation,271.14,,,4-754,,level5-nail-spotter-2-inch-4-754
4-755,"LEVEL5 Nail Spotter - 3""",LEVEL5,variation,289.84,,,4-755,,level5-nail-spotter-3-inch-4-755
4-630,LEVEL5 The Starter Taping Set,LEVEL5,simple,2111.16,,,4-630,,level5-starter-taping-set-4-630
4-602,LEVEL5 Entry to Automatic Finishing Set - Tools Only,LEVEL5,variation,2395.52,,,4-602,,level5-entry-automatic-finishing-set-tools-only-4-602
4-600P,LEVEL5 Entry to Automatic Finishing Set - With Automatic Taper,LEVEL5,variation,3850.70,,,4-600P,,level5-entry-automatic-finishing-set-with-taper-4-600p
4-677P,LEVEL5 The Ultimate Taping & Finishing Set,LEVEL5,simple,6342.64,,,4-677P,,level5-ultimate-taping-finishing-set-4-677p
5-777,"LEVEL5 Corner Roller Handle - 50""",LEVEL5,variation,89.99,,,5-777,,level5-corner-roller-handle-50-inch-5-777
4-778,"LEVEL5 50"" Fixed Handle - Corner Applicator",LEVEL5,variation,92.22,,,4-778,,level5-50-fixed-handle-corner-applicator-4-778
4-779,"LEVEL5 50"" Fixed Handle - Corner Finisher",LEVEL5,variation,92.22,,,4-779,,level5-50-fixed-handle-corner-finisher
4-792,"LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle",LEVEL5,simple,179.33,,,4-792,,level5-31-50-corner-roller-nail-spotter-handle-4-792
4-760,LEVEL5 Automatic Taper,LEVEL5,simple,1444.99,,,4-760,,level5-automatic-taper-4-760
4-715,LEVEL5 Box Filler,LEVEL5,simple,67.57,,,4-715,,level5-box-filler-4-715
4-771,LEVEL5 Compound Pump,LEVEL5,simple,452.62,,,4-771,,level5-compound-pump-4-771
4-741,LEVEL5 Compound Tube,LEVEL5,simple,203.84,,,4-741,,level5-compound-tube-4-741
4-707,LEVEL5 Corner Roller,LEVEL5,simple,152.14,,,4-707,,level5-corner-roller-4-707
5-311,LEVEL5 Drywall Banjo,LEVEL5,simple,150.29,,,5-311,,level5-drywall-banjo-5-311
PT-3CF,"Platinum Angle Head Corner Finisher with Wheels - 3""",Platinum Drywall Tools,variation,249.00,,,PT-3CF,PT-3CF,platinum-angle-head-corner-finisher-with-wheels-3-inch
PT-BH34,"Platinum Flat Box Handle - 34""",Platinum Drywall Tools,variation,90.00,,,PT-BH34,PT-BH34,platinum-flat-box-handle-34-inch-pt-bh34
4-714,LEVEL5 Gooseneck,LEVEL5,simple,101.14,,,4-714,,level5-gooseneck-4-714
4-772,LEVEL5 MiniShot,LEVEL5,simple,934.99,,,4-772,,level5-minishot-gas-powered-applicator-4-772
4-773,LEVEL5 MiniShot Ext. Handle,LEVEL5,simple,73.94,,,4-773,,level5-minishot-ext-handle-4-773
4-746,LEVEL5 Outside Corner Tool,LEVEL5,simple,73.94,,,4-746,,level5-outside-corner-tool-4-746
PT-CR,Platinum Corner Roller - Inside,Platinum Drywall Tools,variation,79.99,,,PT-CR,PT-CR,platinum-corner-roller-inside-pt-cr
PT-OCR,Platinum Corner Roller - Outside 90°,Platinum Drywall Tools,variation,69.99,,,PT-OCR,PT-OCR,platinum-outside-90-corner-roller
PT-FA,"Platinum 4"" Flat Applicator",Platinum Drywall Tools,simple,59.00,,,PT-FA,PT-FA,platinum-4-inch-flat-applicator-pt-fa
