sku,field,before,after,protected_field
S1X-M-2131,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
S1X-M-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
S2-A-1624,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2-A-2030,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2-A-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2-M-1624,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2-M-2030,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2-M-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
S2X-A-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
S2X-A-3852,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
S2X-M-2131,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
S2X-M-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
SACS,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Semi-Automatic Taping Tool Sets,Taping & Finishing Tools > Semi-Automatic Taping Tools > Tool Sets,false
SACS,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
SACS,Meta: _dtb_category_key,taping,semi_automatic_taping_tools,false
SACS,Meta: _dtb_display_category_key,toolsets,semi_tool_sets,false
SAT,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Semi-Automatic Tapers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,false
SAT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
SAT,Meta: _dtb_category_key,taping,semi_automatic_taping_tools,false
SAT,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Semi-Automatic+Tapers&amp;schematic=columbia-semi-automatic-taper,/schematics?brand=columbia-taping-tools&category=Semi-Automatic+Tapers&schematic=columbia-semi-automatic-taper,false
SP-S1-A,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S1-A,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
SP-S1-M,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S1-M,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
SP-S1X-A,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S1X-A,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
SP-S1X-M,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S1X-M,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
SP-S2-A,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S2-A,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
SP-S2-M,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S2-M,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2,false
SP-S2X-A,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S2X-A,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
SP-S2X-M,Meta: _dtb_commerce_mode,parent_container,purchasable,false
SP-S2X-M,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s2x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s2x,false
STAPER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,Taping & Finishing Tools > Automatic Taping Tools > Automatic Tapers,false
STAPER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
STAPER,Meta: _dtb_category_key,taping,automatic_taping_tools,false
TAPER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,Taping & Finishing Tools > Automatic Taping Tools > Automatic Tapers,false
TAPER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TAPER,Meta: _dtb_category_key,taping,automatic_taping_tools,false
TBBF,Categories,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
TBBF,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TBBF,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
TBBF,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
TBBF,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-box-filler,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-box-filler,false
TBGN,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
TBGN,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TBGN,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
TBGN,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
TBGN,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-gooseneck-adapter,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-gooseneck-adapter,false
TBMP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
TBMP,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TBMP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
TBMP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
TBMP,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Pumps&amp;schematic=columbia-tall-boy-mud-pump,/schematics?brand=columbia-taping-tools&category=Pumps&schematic=columbia-tall-boy-mud-pump,false
TCS,Type,variation,simple,true
TCS,Name,Columbia Tool Case - Gun Case,Columbia Semi-Automatic Tool Case,false
TCS,Short description,"Columbia Tool Case - Gun Case provides a rugged, foam-lined storage solution specifically optimized for protecting automatic tapers and core finishing tools. Its compact, impact-resistant design ensures your equipment stays secure and calibrated during transit.","Protect and transport a complete Columbia semi-automatic tool set in a durable, foam-lined case designed for secure jobsite storage.",false
TCS,Categories,Drywall Finishing Tools > Automatic Taping Tools > Tool Cases,Taping & Finishing Tools > Tool Storage & Cases,false
TCS,Parent,COL-TOOL-CASE,,true
TCS,Attribute 1 name,Case Type,,false
TCS,Attribute 1 value(s),Gun Case,,false
TCS,Attribute 1 global,0,,false
TCS,Meta: _dtb_product_kind,drywall-finishing-tool,accessory,true
TCS,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TCS,Meta: _dtb_display_category_key,accessories,tool_storage_cases,false
TCS,Meta: _dtb_parent_product_sku,COL-TOOL-CASE,,false
TCS,Meta: _dtb_variation_axis,Case Type,,false
TCS,Meta: _dtb_variation_value,Gun Case,,false
TCS,Meta: _dtb_variation_label,Gun Case,,false
TCS,Meta: _dtb_variation_sort,1,,false
TCS,Meta: _dtb_seo_title,Columbia Tool Case - Gun Case | Professional Drywall Storage,Columbia Semi-Automatic Tool Case | TCS,false
TCS,Meta: _dtb_seo_description,Protect your automatic taper with the Columbia Tool Case - Gun Case. Features a custom foam interior and rugged shell for professional drywall tool safety.,Store and transport Columbia semi-automatic tools in the durable TCS foam-lined case. Built for secure professional jobsite protection.,false
TCS,Meta: _dtb_seo_focus_kw,Columbia Gun Case Tool Storage,Columbia semi-automatic tool case,false
TCS,Meta: _dtb_seo_canonical,/product/columbia-tool-case-gun-case-tcs/,,false
TCS,Slug,columbia-tool-case-gun-case-tcs,columbia-semi-automatic-tool-case-tcs,false
TT-APPLICATOR-HEAD,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
TT-APPLICATOR-HEAD,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-APPLICATOR-HEAD,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-APPLICATOR-HEAD,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
TT-BRAKELESS-BOX-HANDLE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
TT-BRAKELESS-BOX-HANDLE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-BRAKELESS-BOX-HANDLE,Meta: _dtb_category_key,handles,automatic_taping_tools,false
TT-BRAKELESS-BOX-HANDLE,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
TT-COMBO-CORNER-FLUSHER,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
TT-COMBO-CORNER-FLUSHER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-COMBO-CORNER-FLUSHER,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-COMBO-CORNER-FLUSHER,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
TT-COMPOUND-TUBE,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
TT-COMPOUND-TUBE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-COMPOUND-TUBE,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-COMPOUND-TUBE,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
TT-CORNER-APPLICATOR,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
TT-CORNER-APPLICATOR,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-CORNER-APPLICATOR,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-CORNER-APPLICATOR,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
TT-CORNER-FINISHER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
TT-CORNER-FINISHER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-CORNER-FINISHER,Meta: _dtb_category_key,corner,automatic_taping_tools,false
TT-CORNER-FINISHER,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
TT-CORNER-ROLLER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,false
TT-CORNER-ROLLER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-CORNER-ROLLER,Meta: _dtb_category_key,corner,automatic_taping_tools,false
TT-CORNER-ROLLER,Meta: _dtb_display_category_key,corner_tools,automatic_corner_rollers,false
TT-COVE-APPLICATOR-HEAD,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
TT-COVE-APPLICATOR-HEAD,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-COVE-APPLICATOR-HEAD,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-COVE-APPLICATOR-HEAD,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
TT-DIRECT-CORNER-FLUSHER,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
TT-DIRECT-CORNER-FLUSHER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-DIRECT-CORNER-FLUSHER,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
TT-DIRECT-CORNER-FLUSHER,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
TT-EASYCLEAN-AUTOMATIC-TAPER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,Taping & Finishing Tools > Automatic Taping Tools > Automatic Tapers,false
TT-EASYCLEAN-AUTOMATIC-TAPER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-EASYCLEAN-AUTOMATIC-TAPER,Meta: _dtb_category_key,taping,automatic_taping_tools,false
TT-EASYCLEAN-FINISHING-BOX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
TT-EASYCLEAN-FINISHING-BOX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-EASYCLEAN-FINISHING-BOX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
TT-EASYCLEAN-FINISHING-BOX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
TT-EASYCLEAN-FINISHING-BOX,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-easyclean-finishing-box,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-easyclean-finishing-box,false
TT-EASYCLEAN-PUMP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
TT-EASYCLEAN-PUMP,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-EASYCLEAN-PUMP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
TT-EASYCLEAN-PUMP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
TT-EASYFINISH-BOX-HANDLE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
TT-EASYFINISH-BOX-HANDLE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-EASYFINISH-BOX-HANDLE,Meta: _dtb_category_key,handles,automatic_taping_tools,false
TT-EASYFINISH-BOX-HANDLE,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
TT-EASYFINISH-BOX-HANDLE,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Handles&amp;schematic=tapetech-81xxtt,/schematics?brand=tapetech&category=Handles&schematic=tapetech-81xxtt,false
TT-FLAT-BOX-HANDLE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
TT-FLAT-BOX-HANDLE,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-FLAT-BOX-HANDLE,Meta: _dtb_category_key,handles,automatic_taping_tools,false
TT-FLAT-BOX-HANDLE,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
TT-FLAT-BOX-HANDLE,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Handles&amp;schematic=tapetech-80xxtt,/schematics?brand=tapetech&category=Handles&schematic=tapetech-80xxtt,false
TT-GOOSENECK,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
TT-GOOSENECK,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-GOOSENECK,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
TT-GOOSENECK,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-maxxbox-ehc,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-maxxbox-ehc,false
