sku,name,type,brand,categories,regular_price,sale_price,effective_price,cogs,map_price,gross_profit,current_gross_margin_pct,regular_gross_margin_pct,current_markup_pct,map_gross_margin_pct,comparison_target_margin_pct,target_margin_price,allowable_cost_at_current_price,cost_gap_vs_target,map_violation
MP25,Filler Studs,simple,Columbia Tools,Drywall Finishing Tools > Parts,10.00,,10.00,,,,,,,,30.00,,7.00,,0
MP2,Foot Valve Casting,simple,Columbia Tools,Drywall Finishing Tools > Parts,29.00,,29.00,,,,,,,,30.00,,20.30,,0
AH5,Frame Retainer Clip,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
AH6A,Funnel Retainer Clip,simple,Columbia Tools,Drywall Finishing Tools > Parts,19.00,,19.00,12.03,,6.97,36.68,36.68,57.94,,30.00,17.19,13.30,-1.27,0
MH21,Grip Adjuster Housing,simple,Columbia Tools,Drywall Finishing Tools > Parts,21.95,,21.95,4.40,,17.55,79.95,79.95,398.86,,30.00,6.29,15.36,-10.96,0
MH23,Grip Adjusting Fastener,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.00,,11.00,,,,,,,,30.00,,7.70,,0
MH22,Grip Adjustment Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.00,,11.00,,,,,,,,30.00,,7.70,,0
HH15,Grip Sleeve Octagon,simple,Columbia Tools,Drywall Finishing Tools > Parts,15.00,,15.00,,,,,,,,30.00,,10.50,,0
CT115,Guard Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,20.00,,20.00,11.64,,8.36,41.80,41.80,71.82,,30.00,16.63,14.00,-2.36,0
CT58,Guide Rod Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,8.00,,8.00,4.67,,3.33,41.62,41.62,71.31,,30.00,6.68,5.60,-0.93,0
CT126,Hand Grip Body,simple,Columbia Tools,Drywall Finishing Tools > Parts,66.00,,66.00,,,,,,,,30.00,,46.20,,0
CT124,Hand Grip Guard Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,20.00,,20.00,,,,,,,,30.00,,14.00,,0
HNS12,Handle Clamp,simple,Columbia Tools,Drywall Finishing Tools > Parts,17.00,,17.00,,,,,,,,30.00,,11.90,,0
CR11,Handle Connecting Link,simple,Columbia Tools,Drywall Finishing Tools > Parts,18.95,,18.95,,,,,,,,30.00,,13.26,,0
HH35,Handle Grip,simple,Columbia Tools,Drywall Finishing Tools > Parts,7.00,,7.00,,,,,,,,30.00,,4.90,,0
MH4,Handle Grip,simple,Columbia Tools,Drywall Finishing Tools > Parts,37.00,,37.00,,,,,,,,30.00,,25.90,,0
MH11,Handle Grip Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,6.00,,6.00,,,,,,,,30.00,,4.20,,0
AH1-2,"Head Casting - 2""",variation,Columbia Tools,(Uncategorized),153.00,,153.00,,,,,,,,30.00,,107.10,,0
AH1-2.5,"Head Casting - 2.5""",variation,Columbia Tools,(Uncategorized),173.85,,173.85,,,,,,,,30.00,,121.70,,0
AH1-3,"Head Casting - 3""",variation,Columbia Tools,(Uncategorized),153.00,,153.00,,,,,,,,30.00,,107.10,,0
AH1-3.5,"Head Casting - 3.5""",variation,Columbia Tools,(Uncategorized),153.00,,153.00,,,,,,,,30.00,,107.10,,0
HFFB3,Hinge Box End Plate - Right,variation,Columbia Tools,(Uncategorized),36.00,,36.00,,,,,,,,30.00,,25.20,,0
HFFB3A,Hinge Box End Plate - Left,variation,Columbia Tools,(Uncategorized),36.00,,36.00,,,,,,,,30.00,,25.20,,0
MP6,Handle Link,simple,Columbia Tools,Drywall Finishing Tools > Parts,33.00,,33.00,,,,,,,,30.00,,23.10,,0
HNSA-14,Handle Link Assembly,simple,Columbia Tools,Drywall Finishing Tools > Parts,45.00,,45.00,,,,,,,,30.00,,31.50,,0
MH1,Handle Mount Plate,simple,Columbia Tools,Drywall Finishing Tools > Parts,75.00,,75.00,,,,,,,,30.00,,52.50,,0
CR6,Handle Mounting Swivel,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.95,,24.95,9.11,,15.84,63.49,63.49,173.87,,30.00,13.02,17.46,-8.35,0
HPA-48,Handle Pin Assembly,simple,Columbia Tools,Drywall Finishing Tools > Parts,5.00,,5.00,,,,,,,,30.00,,3.50,,0
HH8,Handle Tube,simple,Columbia Tools,Drywall Finishing Tools > Parts,45.00,,45.00,,,,,,,,30.00,,31.50,,0
MP5,Head Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,13.95,,13.95,,,,,,,,30.00,,9.76,,0
CR1,Head Casting,simple,Columbia Tools,Drywall Finishing Tools > Parts,39.00,,39.00,,,,,,,,30.00,,27.30,,0
FFB39,Hex Bolt,simple,Columbia Tools,Drywall Finishing Tools > Parts,3.00,,3.00,,,,,,,,30.00,,2.10,,0
CT20,Hinge Block,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.95,,24.95,6.21,,18.74,75.11,75.11,301.77,,30.00,8.88,17.46,-11.25,0
CFB15A,Hinge Bushing (Plastic Washer),simple,Columbia Tools,Drywall Finishing Tools > Parts,8.50,,8.50,,,,,,,,30.00,,5.95,,0
BH6,Hinge Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.25,,11.25,,,,,,,,30.00,,7.88,,0
MH6,Hinge Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
CT79,Hollow Shaft,simple,Columbia Tools,Drywall Finishing Tools > Parts,38.50,,38.50,23.27,,15.23,39.56,39.56,65.45,,30.00,33.25,26.95,-3.68,0
CT68,Hub,simple,Columbia Tools,Drywall Finishing Tools > Parts,15.00,,15.00,9.31,,5.69,37.93,37.93,61.12,,30.00,13.30,10.50,-1.19,0
CT2,Insert Bushing for CT#7A,simple,Columbia Tools,Drywall Finishing Tools > Parts,5.00,,5.00,2.32,,2.68,53.60,53.60,115.52,,30.00,3.32,3.50,-1.18,0
MH13,Large Nyliner Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,5.00,,5.00,,,,,,,,30.00,,3.50,,0
CT4,Wafer Bushing - Left,variation,Columbia Tools,(Uncategorized),2.00,,2.00,,,,,,,,30.00,,1.40,,0
CT5,Wafer Bushing - Right,variation,Columbia Tools,(Uncategorized),11.50,,11.50,0.77,,10.73,93.30,93.30,1393.51,,30.00,1.10,8.05,-7.28,0
HP47,Latch Clamp Assembly,simple,Columbia Tools,Drywall Finishing Tools > Parts,28.95,,28.95,,,,,,,,30.00,,20.26,,0
HP46,Latch Keeper,simple,Columbia Tools,Drywall Finishing Tools > Parts,19.75,,19.75,,,,,,,,30.00,,13.82,,0
MP8,Leg,simple,Columbia Tools,Drywall Finishing Tools > Parts,71.00,,71.00,,,,,,,,30.00,,49.70,,0
HH17C,Line Pincher,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
BH4,Lower Brake Lever,simple,Columbia Tools,Drywall Finishing Tools > Parts,19.75,,19.75,15.32,,4.43,22.43,22.43,28.92,,30.00,21.89,13.82,1.50,0
MH3,Lower Mount Bracket,simple,Columbia Tools,Drywall Finishing Tools > Parts,33.00,,33.00,,,,,,,,30.00,,23.10,,0
BH3,Lower Mounting Bracket,simple,Columbia Tools,Drywall Finishing Tools > Parts,32.00,,32.00,,,,,,,,30.00,,22.40,,0
CT80,Manual Drive Grip,simple,Columbia Tools,Drywall Finishing Tools > Parts,18.75,,18.75,,,,,,,,30.00,,13.12,,0
MH2,Matrix Handle Head,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
CT43,Micro Chain,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.50,,24.50,19.39,,5.11,20.86,20.86,26.35,,30.00,27.70,17.15,2.24,0
MH3A,Mounting Bracket Stem,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
BH1,Mounting Plate,simple,Columbia Tools,Drywall Finishing Tools > Parts,30.00,,30.00,37.15,,-7.15,-23.83,-23.83,-19.25,,30.00,53.08,21.00,16.15,0
MP24,Mud Pump Screen,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
MP23,Mud Pump Seal,simple,Columbia Tools,Drywall Finishing Tools > Parts,16.50,,16.50,,,,,,,,30.00,,11.55,,0
HFFB1A-10,"Mud Seal Strip - 10""",simple,Columbia Tools,Drywall Finishing Tools > Parts,10.00,,10.00,,,,,,,,30.00,,7.00,,0
CT96,Mud Shut-Off Gasket,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,1.36,,2.64,66.00,66.00,194.12,,30.00,1.95,2.80,-1.44,0
CT98,Mud Supply Seal Plate & Shaft,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.95,,24.95,3.09,,21.86,87.62,87.62,707.44,,30.00,4.42,17.46,-14.37,0
CT97,Mud Supply Valve Body,simple,Columbia Tools,Drywall Finishing Tools > Parts,34.50,,34.50,15.52,,18.98,55.01,55.01,122.29,,30.00,22.18,24.15,-8.63,0
CFB6,Mud Supply Valve Unit,simple,Columbia Tools,Drywall Finishing Tools > Parts,29.00,,29.00,17.07,,11.93,41.14,41.14,69.89,,30.00,24.39,20.30,-3.23,0
HNS17A,Nail Spotter Handle Tightness Screw,simple,Columbia Tools,Drywall Finishing Tools > Parts,5.00,,5.00,,,,,,,,30.00,,3.50,,0
CT63,Needle,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
CT62,Needle Holding Shaft,simple,Columbia Tools,Drywall Finishing Tools > Parts,16.00,,16.00,,,,,,,,30.00,,11.20,,0
MP13A,Piston Backing Washer - Small,variation,Columbia Tools,(Uncategorized),12.50,,12.50,,,,,,,,30.00,,8.75,,0
MP13,Piston Backing Washer - Large,variation,Columbia Tools,(Uncategorized),14.25,,14.25,,,,,,,,30.00,,9.98,,0
CT64,Needle Return Shaft,simple,Columbia Tools,Drywall Finishing Tools > Parts,6.00,,6.00,3.09,,2.91,48.50,48.50,94.17,,30.00,4.42,4.20,-1.11,0
CT65,Needle Return Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,2.13,,1.87,46.75,46.75,87.79,,30.00,3.05,2.80,-0.67,0
HFFB4D,Nylatron Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,3.00,,3.00,,,,,,,,30.00,,2.10,,0
MP36,Nylatron Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.50,,11.50,,,,,,,,30.00,,8.05,,0
CT76,Nylatron Washer,simple,Columbia Tools,Drywall Finishing Tools > Parts,6.25,,6.25,,,,,,,,30.00,,4.38,,0
FFB38,Nyliner Bearing,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
HP45,O Ring Enclosure,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.00,,22.00,,,,,,,,30.00,,15.40,,0
CT121A,O-Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
MP23A,O-Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
MH10,Octagon,simple,Columbia Tools,Drywall Finishing Tools > Parts,36.00,,36.00,,,,,,,,30.00,,25.20,,0
CT19,Paper Feed Guide,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.95,,24.95,20.96,,3.99,15.99,15.99,19.04,,30.00,29.95,17.46,3.50,0
MH17,Pinch Brake,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.50,,24.50,10.77,,13.73,56.04,56.04,127.48,,30.00,15.39,17.15,-6.38,0
MH15,Pinch Brake Activator,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.00,,22.00,,,,,,,,30.00,,15.40,,0
MH24,Pinch Brake Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.75,,12.75,5.88,,6.87,53.88,53.88,116.84,,30.00,8.40,8.92,-3.04,0
MH18,Pinch Brake Housing,simple,Columbia Tools,Drywall Finishing Tools > Parts,20.00,,20.00,,,,,,,,30.00,,14.00,,0
MH19,Pinch Brake Sleeve,simple,Columbia Tools,Drywall Finishing Tools > Parts,28.00,,28.00,,,,,,,,30.00,,19.60,,0
MH25,Pinch Brake Stem,simple,Columbia Tools,Drywall Finishing Tools > Parts,14.95,,14.95,6.36,,8.59,57.46,57.46,135.06,,30.00,9.09,10.46,-4.10,0
MH12,PinchBrake Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
CT107,Piston Body,simple,Columbia Tools,Drywall Finishing Tools > Parts,27.00,,27.00,15.51,,11.49,42.56,42.56,74.08,,30.00,22.16,18.90,-3.39,0
CT111,Piston Cup,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.75,,11.75,9.31,,2.44,20.77,20.77,26.21,,30.00,13.30,8.22,1.09,0
MP14,Piston Cup,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.75,,11.75,,,,,,,,30.00,,8.22,,0
HH16,Piston Housing,simple,Columbia Tools,Drywall Finishing Tools > Parts,27.00,,27.00,,,,,,,,30.00,,18.90,,0
CT3,Insert Bushing - Right,variation,Columbia Tools,(Uncategorized),12.00,,12.00,,,,,,,,30.00,,8.40,,0
CT3A,Insert Bushing - Left,variation,Columbia Tools,(Uncategorized),14.50,,14.50,,,,,,,,30.00,,10.15,,0
CT29,Nylatron Chain Roller - Right (Small),variation,Columbia Tools,(Uncategorized),13.50,,13.50,1.93,,11.57,85.70,85.70,599.48,,30.00,2.76,9.45,-7.52,0
CT29A,Nylatron Chain Roller - Left (Large),variation,Columbia Tools,(Uncategorized),4.00,,4.00,1.93,,2.07,51.75,51.75,107.25,,30.00,2.76,2.80,-0.87,0
HH23,Piston O-Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
MP11,Piston Shaft,simple,Columbia Tools,Drywall Finishing Tools > Parts,28.50,,28.50,,,,,,,,30.00,,19.95,,0
HNS18,Pivot,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
BH2,Plate,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.50,,24.50,22.92,,1.58,6.45,6.45,6.89,,30.00,32.75,17.15,5.77,0
HP1,Pump Cylinder,simple,Columbia Tools,Drywall Finishing Tools > Parts,52.00,,52.00,,,,,,,,30.00,,36.40,,0
MP3,Pump Flapper Valve,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
MP7,Pump Handle,simple,Columbia Tools,Drywall Finishing Tools > Parts,87.00,,87.00,,,,,,,,30.00,,60.90,,0
CT67,Ratchet Gear,simple,Columbia Tools,Drywall Finishing Tools > Parts,34.50,,34.50,3.09,,31.41,91.04,91.04,1016.50,,30.00,4.42,24.15,-21.06,0
CT15,Ratchet Rod for Adjustable Brake,simple,Columbia Tools,Drywall Finishing Tools > Parts,6.00,,6.00,,,,,,,,30.00,,4.20,,0
CT92,Release Clip Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,10.00,,10.00,6.21,,3.79,37.90,37.90,61.03,,30.00,8.88,7.00,-0.79,0
HH31,Release Clip Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.95,,12.95,,,,,,,,30.00,,9.06,,0
HH32,Release Clip Washer,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.00,,22.00,,,,,,,,30.00,,15.40,,0
CT89,Release Rod Sleeve,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.95,,12.95,9.31,,3.64,28.11,28.11,39.10,,30.00,13.30,9.06,0.25,0
AH1B,Return Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,3.00,,3.00,,,,,,,,30.00,,2.10,,0
CT101,Return Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,9.25,,9.25,,,,,,,,30.00,,6.48,,0
CT54,Return Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,3.00,,3.00,,,,,,,,30.00,,2.10,,0
CT40,Return Spring Ring,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
CT36,Return Spring Tube,simple,Columbia Tools,Drywall Finishing Tools > Parts,33.00,,33.00,20.16,,12.84,38.91,38.91,63.69,,30.00,28.80,23.10,-2.94,0
HH33,Rlease Trigger Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,11.75,,11.75,,,,,,,,30.00,,8.22,,0
FFB7,Shoe - Right,variation,Columbia Tools,(Uncategorized),42.95,,42.95,,,,,,,,30.00,,30.06,,0
FFB7A,Shoe - Left,variation,Columbia Tools,(Uncategorized),42.95,,42.95,,,,,,,,30.00,,30.06,,0
CFB3-7,"Side Plate - 7""",variation,Columbia Tools,(Uncategorized),40.00,,40.00,,,,,,,,30.00,,28.00,,0
CFB3-8,"Side Plate - 8""",variation,Columbia Tools,(Uncategorized),40.00,,40.00,,,,,,,,30.00,,28.00,,0
CT90,Rod Sleeve Housing,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.50,,22.50,,,,,,,,30.00,,15.75,,0
HNS12A,Roll Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,6.00,,6.00,,,,,,,,30.00,,4.20,,0
HNS13,Roll Pin Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,9.95,,9.95,,,,,,,,30.00,,6.96,,0
CR2,Roller,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.00,,12.00,,,,,,,,30.00,,8.40,,0
CT28,Roller Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,10.75,,10.75,2.32,,8.43,78.42,78.42,363.36,,30.00,3.32,7.52,-5.20,0
CT125,Rollers,simple,Columbia Tools,Drywall Finishing Tools > Parts,15.25,,15.25,1.93,,13.32,87.34,87.34,690.16,,30.00,2.76,10.68,-8.75,0
FFB37,Rubber for Box Wheel,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
CT87-CS,Rubber Seal,simple,Columbia Tools,Drywall Finishing Tools > Parts,9.75,,9.75,4.25,,5.50,56.41,56.41,129.41,,30.00,6.08,6.82,-2.57,0
AH4,Side Blade,simple,Columbia Tools,Drywall Finishing Tools > Parts,29.50,,29.50,2.13,,27.37,92.78,92.78,1284.98,,30.00,3.05,20.65,-18.52,0
CT7A,Side Plate Hub,simple,Columbia Tools,Drywall Finishing Tools > Parts,24.50,,24.50,7.76,,16.74,68.33,68.33,215.72,,30.00,11.09,17.15,-9.39,0
MP39,Sleeve,simple,Columbia Tools,Drywall Finishing Tools > Parts,14.75,,14.75,,,,,,,,30.00,,10.32,,0
MH20,Small Nyliner Bushing,simple,Columbia Tools,Drywall Finishing Tools > Parts,3.00,,3.00,,,,,,,,30.00,,2.10,,0
AH18,Socket Wear Cap,simple,Columbia Tools,Drywall Finishing Tools > Parts,9.00,,9.00,,,,,,,,30.00,,6.30,,0
CT119,Spool Retaining Spring,simple,Columbia Tools,Drywall Finishing Tools > Parts,7.25,,7.25,3.49,,3.76,51.86,51.86,107.74,,30.00,4.99,5.08,-1.59,0
AH1A,Spring Housing,simple,Columbia Tools,Drywall Finishing Tools > Parts,8.00,,8.00,,,,,,,,30.00,,5.60,,0
FFB4B,Stainless Steel Backing Washer,simple,Columbia Tools,Drywall Finishing Tools > Parts,4.00,,4.00,,,,,,,,30.00,,2.80,,0
CT6A,Stainless Steel Side Plate - Left,simple,Columbia Tools,Drywall Finishing Tools > Parts,42.95,,42.95,22.32,,20.63,48.03,48.03,92.43,,30.00,31.89,30.06,-7.74,0
FFB4A,Stainless Steel Washer,simple,Columbia Tools,Drywall Finishing Tools > Parts,5.00,,5.00,,,,,,,,30.00,,3.50,,0
CT116A,Strap,simple,Columbia Tools,Drywall Finishing Tools > Parts,28.50,,28.50,11.64,,16.86,59.16,59.16,144.85,,30.00,16.63,19.95,-8.31,0
AH8A,"Top Retainer Corner Clip - 3.5""",variation,Columbia Tools,(Uncategorized),9.75,,9.75,,,,,,,,30.00,,6.82,,0
AH8,Top Retainer Corner Clip - Standard,variation,Columbia Tools,(Uncategorized),8.00,,8.00,3.84,,4.16,52.00,52.00,108.33,,30.00,5.49,5.60,-1.76,0
D14-22,Dura-III Adjustable - 14”-22”,variation,Dura-Stilts,(Uncategorized),400.00,,400.00,,,,,,,,30.00,,280.00,,0
D18-30,Dura-III Adjustable - 18”-30”,variation,Dura-Stilts,(Uncategorized),415.00,,415.00,,,,,,,,30.00,,290.50,,0
D24-40,Dura-III Adjustable - 24”-40”,variation,Dura-Stilts,(Uncategorized),435.00,,435.00,,,,,,,,30.00,,304.50,,0
D38-64,Dura-III Adjustable - 38”-64”,variation,Dura-Stilts,(Uncategorized),584.00,,584.00,,,,,,,,30.00,,408.80,,0
4-701,"LEVEL5 Corner Applicator - 7""",variation,LEVEL5,(Uncategorized),285.59,,285.59,,,,,,,,30.00,,199.91,,0
4-702,"LEVEL5 Corner Applicator - 8""",variation,LEVEL5,(Uncategorized),294.52,,294.52,,,,,,,,30.00,,206.16,,0
4-794,"LEVEL5 Corner Applicator Handle (Extendable) - 31""-50""",variation,LEVEL5,(Uncategorized),175.08,,175.08,,,,,,,,30.00,,122.56,,0
4-798,"LEVEL5 Corner Applicator Handle (Extendable) - 43""-72""",variation,LEVEL5,(Uncategorized),193.78,,193.78,,,,,,,,30.00,,135.65,,0
BH11,Strap Connecting Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,7.95,,7.95,,,,,,,,30.00,,5.56,,0
CR12,Swivel Coupling Pin,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.50,,12.50,2.40,,10.10,80.80,80.80,420.83,,30.00,3.43,8.75,-6.35,0
CT57,Tape Advance Carriage,simple,Columbia Tools,Drywall Finishing Tools > Parts,82.00,,82.00,52.75,,29.25,35.67,35.67,55.45,,30.00,75.36,57.40,-4.65,0
CT120,Tape Spool,simple,Columbia Tools,Drywall Finishing Tools > Parts,14.50,,14.50,15.51,,-1.01,-6.97,-6.97,-6.51,,30.00,22.16,10.15,5.36,0
CT14A,Taper Adjustable Brake,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.50,,22.50,3.69,,18.81,83.60,83.60,509.76,,30.00,5.28,15.75,-12.06,0
FFB32A,Thumb Release Clip Screw,simple,Columbia Tools,Drywall Finishing Tools > Parts,12.50,,12.50,,,,,,,,30.00,,8.75,,0
CT53,Toe Kicker,simple,Columbia Tools,Drywall Finishing Tools > Parts,28.50,,28.50,13.59,,14.91,52.32,52.32,109.71,,30.00,19.42,19.95,-6.36,0
CT92A,Toe Kicker Caple Retainer Clip,simple,Columbia Tools,Drywall Finishing Tools > Parts,7.95,,7.95,1.56,,6.39,80.38,80.38,409.62,,30.00,2.23,5.56,-4.00,0
HH10A,Top Cap,simple,Columbia Tools,Drywall Finishing Tools > Parts,2.00,,2.00,,,,,,,,30.00,,1.40,,0
BH5,Upper Mounting Bracket,simple,Columbia Tools,Drywall Finishing Tools > Parts,18.50,,18.50,5.43,,13.07,70.65,70.65,240.70,,30.00,7.76,12.95,-7.52,0
HH2,Upper Mounting Bracket,simple,Columbia Tools,Drywall Finishing Tools > Parts,66.00,,66.00,,,,,,,,30.00,,46.20,,0
HNS20,Wedge,simple,Columbia Tools,Drywall Finishing Tools > Parts,22.50,,22.50,,,,,,,,30.00,,15.75,,0
4-732,"LEVEL5 Corner Finisher - 2.5""",variation,LEVEL5,(Uncategorized),397.37,,397.37,,,,,,,,30.00,,278.16,,0
4-733,"LEVEL5 Corner Finisher - 3""",variation,LEVEL5,(Uncategorized),406.72,,406.72,,,,,,,,30.00,,284.70,,0
4-734,"LEVEL5 Corner Finisher - 3.5""",variation,LEVEL5,(Uncategorized),416.07,,416.07,,,,,,,,30.00,,291.25,,0
4-735,"LEVEL5 Corner Finisher - 4""",variation,LEVEL5,(Uncategorized),425.42,,425.42,,,,,,,,30.00,,297.79,,0
4-795,"LEVEL5 Corner Finisher Handle (Extendable) - 31""-50""",variation,LEVEL5,(Uncategorized),186.98,,186.98,,,,,,,,30.00,,130.89,,0
4-799,"LEVEL5 Corner Finisher Handle (Extendable) - 43""-72""",variation,LEVEL5,(Uncategorized),205.68,,205.68,,,,,,,,30.00,,143.98,,0
4-743,"LEVEL5 Corner Flusher - 3""",variation,LEVEL5,(Uncategorized),128.69,,128.69,,,,,,,,30.00,,90.08,,0
4-744,"LEVEL5 Corner Flusher - 3.5""",variation,LEVEL5,(Uncategorized),132.74,,132.74,,,,,,,,30.00,,92.92,,0
4-767,"LEVEL5 Flat Box (MEGA) - 7""",variation,LEVEL5,(Uncategorized),398.64,,398.64,,,,,,,,30.00,,279.05,,0
4-768,"LEVEL5 Flat Box (MEGA) - 10""",variation,LEVEL5,(Uncategorized),407.99,,407.99,,,,,,,,30.00,,285.59,,0
4-769,"LEVEL5 Flat Box (MEGA) - 12""",variation,LEVEL5,(Uncategorized),422.02,,422.02,,,,,,,,30.00,,295.41,,0
4-764,"LEVEL5 Flat Box (Standard) - 7""",variation,LEVEL5,(Uncategorized),379.52,,379.52,,,,,,,,30.00,,265.66,,0
4-765,"LEVEL5 Flat Box (Standard) - 10""",variation,LEVEL5,(Uncategorized),388.87,,388.87,,,,,,,,30.00,,272.21,,0
4-766,"LEVEL5 Flat Box (Standard) - 12""",variation,LEVEL5,(Uncategorized),398.64,,398.64,,,,,,,,30.00,,279.05,,0
4-770,"LEVEL5 Flat Box (Standard) - 14""",variation,LEVEL5,(Uncategorized),412.67,,412.67,,,,,,,,30.00,,288.87,,0
4-759,"LEVEL5 Flat Box Handle (Extendable) - 48""-78""",variation,LEVEL5,(Uncategorized),313.22,,313.22,,,,,,,,30.00,,219.25,,0
4-780,"LEVEL5 Flat Box Handle (Extendable) - 40""-62""",variation,LEVEL5,(Uncategorized),303.87,,303.87,,,,,,,,30.00,,212.71,,0
4-781,"LEVEL5 Flat Box Handle (Extendable) - 30""-42""",variation,LEVEL5,(Uncategorized),294.52,,294.52,,,,,,,,30.00,,206.16,,0
4-782,"LEVEL5 Flat Box Handle (Extendable) - 23""-32""",variation,LEVEL5,(Uncategorized),276.24,,276.24,,,,,,,,30.00,,193.37,,0
4-711,"LEVEL5 Flat Box Handle (Fixed Length) - 34""",variation,LEVEL5,(Uncategorized),175.09,,175.09,,,,,,,,30.00,,122.56,,0
4-712,"LEVEL5 Flat Box Handle (Fixed Length) - 42""",variation,LEVEL5,(Uncategorized),184.02,,184.02,,,,,,,,30.00,,128.81,,0
4-740,"LEVEL5 Flat Box Handle (Fixed Length) - 54""",variation,LEVEL5,(Uncategorized),202.72,,202.72,,,,,,,,30.00,,141.90,,0
4-754,"LEVEL5 Nail Spotter - 2""",variation,LEVEL5,(Uncategorized),271.14,,271.14,,,,,,,,30.00,,189.80,,0
4-755,"LEVEL5 Nail Spotter - 3""",variation,LEVEL5,(Uncategorized),289.84,,289.84,,,,,,,,30.00,,202.89,,0
4-630,LEVEL5 The Starter Taping Set,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,2111.16,,2111.16,,,,,,,,30.00,,1477.81,,0
4-602,LEVEL5 Entry to Automatic Finishing Set - Tools Only,variation,LEVEL5,(Uncategorized),2395.52,,2395.52,,,,,,,,30.00,,1676.86,,0
4-600P,LEVEL5 Entry to Automatic Finishing Set - With Automatic Taper,variation,LEVEL5,(Uncategorized),3850.70,,3850.70,,,,,,,,30.00,,2695.49,,0
