Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence
Columbia,"Columbia 3"" Widetrack Standard Corner Flusher",3WTSF,127.99,"Columbia 3 "" Widetract Standard Flusher with Wheels- An All-Wall Exclusive! Columbia Taping Tools Standard Flusher 3"" Widetrack with wheels is a great choice for base coat. The addition of wheels makes this absolutely the smoothest running flusher you have ever used! Solid billet machined core provides utmost precision, and body made of surgical stainless steel stays true even with extensive use. Columbia Tools 3 "" Widetrack Standard corner flusher features slight extra width and superior locking clip to keep flusher attached. Will fit any brand flusher handle. Genuine Stainless Steel runners will not rust or corrode like some competitors, allowing for an extremely clean finish. Columbia Taping Tools feature a 5-year warranty against manufacturer defect. Wheels help eliminate skipping with using on extension handles Included wheel option lowers friction up to 80% for easier pushing Surgical Stainless Steel body flexes less and stays reliably true Solid billet core construction for longer life and better finish Superior retainer clip to keep flusher on handles Will work an any angle head or flusher handle",Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,Columbia 3' 180 Grip Bent Box Handle,3BBH,221.71,Columbia 3' 180 Grip Bent Box Handle,Columbia Tools,brand_alias,0.98
Columbia,"Columbia 3.5"" Angle Head",3.5AH,454.99,"Columbia Taping Tools 3.5 inch Convertible Wheels Angle head, is ideal for final finishing coat. Sometimes called a corner finisher or glazer, Columbia Angle Head features an exclusive Secure Locking Attachment System which eliminates surprise detachment from angle boxes or angle head handles. With rugged welded stainless steel blade frames and precision machined aluminum body, Columbia Taping Tools 3.5 inch angle head is designed to feather a consistent, smooth finish on both sides of inside 90 degree drywall angles. Columbia's exclusive, new Thick Frame Blade Carrier design is the ultimate in precision and durability. This new advancement in angle head construction will last longer than any other non-stainless, coated carriers, and finish with a smooth precision that has never before been seen in angle head corner finishers. The convertible wheels design is perfect for any drywall finisher - Run with wheels for a smooth, gliding performance. Run without wheels for easy clean-up or personal preference. Every Columbia Angle Head Corner Finisher includes a set of wheels and instructions for installation. After applying tape and setting with corner roller (sold separately), angle head is attached to angle head handle, and smoothes first coat of tape consistently into the corner. Smooth finish to inside drywall corners can be done by attaching angle head to angle box (also known as corner box) to apply final mud coat Columbia 3.5 inch drywall angle head works great for finishing coats. Mud can be easily removed from behind frames through handy Clean-Out hole.. Precision machined anodized aluminum body for solid fit and long-term reliability. Surprise detachments from angle head handle or angle box are eliminated with the Locking Clip System Stainless Steel, Heavy Duty, Thick Frame Blade Carriers are the ultimate in precision and reliability. 5-year Manufacturer's Warranty.",Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,"Columbia 3.5"" Angle Head Rebuild Kit- 2015",COL501G35F,89.99,"Kit includes: (2) 8-32 X 1/4 1/2 Dog Setscrew (12) 6-32 X 1/8 Socket Hd Setscrew (2) Columbia Angle Head Carbide Blade 3.5"" (2) Skid (side blade) (1) Retainer Clip (Short) 2015 Angle Heads (1) Retainer Clip (Long) 2015 Angle Heads",Columbia Tools,brand_alias,0.98
Columbia,"Columbia 3.5"" Angle Head w/ Wheels",3.5AH,454.23,The Columbia inch angle head is a great corner finisher for professional drywall tapers. Best angle head for finishing coat using corner boxes. Buy from Al's!,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,"Columbia 3.5"" Combo Flusher",3.5CSF,181.99,"The Columbia 3.5"" Combo Flusher is used to embed and feather joint tape into pre-filled inside 90º drywall corners. The Columbia 3.5"" Combo flusher is an excellent choice for taping coats on common drywall projects and to help hide common framing variations.",Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,"Columbia 3.5"" Comfort Grip Pointing Knife",CGCK3.5,13.75,"Columbia 3.5"" Comfort Grip Pointing Joint Knife The Columbia 3.5"" Comfort Grip Pointing Joint Knife is designed for professional drywall finishers who need exceptional control for patching, detail work, and applying joint compound in tight spaces. Built for all-day comfort and dependable performance, this versatile knife combines a premium stainless-steel blade with an ergonomic rubberized handle for superior handling on every job. The high-quality stainless-steel blade delivers the ideal balance of flexibility and durability, allowing for smooth compound application and clean feathering while resisting rust and corrosion. Whether you're filling small repairs, finishing corners, or performing precision drywall work, the blade maintains the control professionals expect from Columbia tools. The ergonomic Comfort Grip handle features a soft rubberized surface that provides maximum control while reducing hand fatigue during extended use. Its comfortable design helps improve grip, even in dusty or damp jobsite conditions, making it an excellent choice for professional contractors and remodelers. Features: 3.5-inch professional pointing joint knife Premium stainless-steel blade resists rust and corrosion Flexible blade provides smooth, consistent compound application Rubberized Comfort Grip handle offers maximum control and comfort Ergonomic design helps reduce hand fatigue during extended use Ideal for patching, repairs, detail work, and drywall finishing Excellent for applying, spreading, and feathering joint compound Durable professional-grade construction for everyday jobsite use Suitable for drywall finishers, painters, and remodeling professionals",Columbia Tools,brand_alias,0.98
Columbia,"Columbia 3.5"" Direct Corner Flusher",3.5DF,146.0,"Columbia 3.5"" Direct Flusher with Wheel Option- An All-Wall Exclusive! Columbia Taping Tools 3.5"" Direct Flusher with wheels is a great choice for finish coat. The addition of wheels makes this absolutely the smoothest running flusher you have ever used! Solid billet machined core provides utmost precision, and body made of surgical stainless steel stays true even with extensive use. Columbia Tools 3.5"" Direct corner flusher features superior locking clip to keep flusher attached. Genuine Stainless Steel runners will not rust or corrode like some competitors, allowing for an extremely clean finish. Will fit any brand flusher handle. Columbia Taping Tools feature a 5-year warranty against manufacturer defect. Wheels help eliminate skipping with using on extension handles Included wheel option lowers friction up to 80% for easier pushing Surgical Stainless Steel body flexes less and stays reliably true Solid billet core construction for longer life and better finish Superior retainer clip to keep flusher on handles Will work an any angle head or flusher handle",Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,"Columbia 3.5"" Pointed Joint Knife",PJK3.5,12.92,"Columbia 3.5"" Pointed Joint Knife",Columbia Tools,brand_alias,0.98
Columbia,"Columbia 3.5"" Standard Corner Flusher",3.5SF,133.99,"Columbia 3.5 "" Standard Flusher with Wheel Option- An All-Wall Exclusive! Columbia Taping Tools 3.5"" Standard Flusher with wheels is a great choice for tape coat. The addition of wheels makes this absolutely the smoothest running flusher you have ever used! Solid billet machined core provides utmost precision, and body made of surgical stainless steel stays true even with extensive use. Columbia Tools 3.5 "" Standard corner flusher features superior locking clip to keep flusher attached. Genuine Stainless Steel runners will not rust or corrode like some competitors, allowing for an extremely clean finish. Will fit any brand flusher handle. Columbia Taping Tools feature a 5-year warranty against manufacturer defect. Wheels help eliminate skipping with using on extension handles Included wheel option lowers friction up to 80% for easier pushing Surgical Stainless Steel body flexes less and stays reliably true Solid billet core construction for longer life and better finish Superior retainer clip to keep flusher on handles Will work an any angle head or flusher handle",Columbia Tools,exact_sku_in_official_catalog,1.00
