brand,name,sku,category,weight,length,width,height,cogs,description
TapeTech,GLAND,700004F,Parts,0.23,1.5,1.5,0.75,13.94,<p>Replacement Gland for TapeTech &nbsp;72TT &amp; 73TT&nbsp;Loading Pumps</p>
TapeTech,6226-14 U-CUP,7000056,Parts,0.001,1,1,0.25,,
TapeTech,VALVE DISK,700010F,Parts,0.01,2.5,2.5,0.1,4.26,<p>For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</p>
TapeTech,LINK,700015F,Parts,1.23,,,,27.31,<p>Replacement Link for TapeTech 72TT and 73TT Loading Pumps</p>
TapeTech,PUMP BUSHING LINER,7000296,Parts,0.01,,,,,
TapeTech,PUMP FINE MESH SCREEN,700032F,Parts,0.0165,2.5,2.5,0.25,2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
TapeTech,PUMP COARSE MESH SCREEN (PLACED ON NEW PUMP),700033F,Parts,0.16,,,,2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
TapeTech,5/16-24 x 1-7/16 STUD,700036,Parts,0.027,1.25,0.2,0.2,11.41,5/16-24 X 1-7/16 Stud
TapeTech,SPECIAL NUT,700037,Parts,0.042,0.75,1,1,18.34,<p>Replacement Special Nut for TapeTech 72TT and 73TT Loading Pumps</p>
TapeTech,LANYARD,700042,Parts,0.13,0.1,0.1,12,9.78,<p>Replacement lanyard for TapeTech Box Filler; Box Filler is a part of the TapeTech 72TT Loading Pump</p>
TapeTech,PUMP GASKET,7000496,Parts,0.01,2,0.1,3,,
TapeTech,FILLER TUBE ASSEMBLY,704040,Parts,0.082,2.5,2.5,0.5,12.64,<p>Replacement filler tube assembly for the TapeTech 90T; the 90T is used on automatic tapers or EasyClean pumps.</p>
TapeTech,1/4-20X5/8 CAPSCREW SOCKET H TAPETECH,709006,Parts,0.01292,0.35,0.35,0.9,,
TapeTech,HEX HEAD NUT - 5/16-24 TAPETECH,709007,Parts,0.046,0.2,0.3,0.3,0.44,"<p>Replacement Hex Head Nut - 5/16"" X 24 for TapeTech 72TT and 73TT Loading Pump</p>"
TapeTech,"WASHER, SPECIAL TAPETECH",709012,Parts,0.02,0.1,5,5,,
TapeTech,10-32x3/8  FILLISTER HD SST SCREW TAPETECH,709017,Parts,0.0355,0.3,0.3,0.3,,
TapeTech,TAPETECH 5/16-18X7/8 CAPSCREW HEX,709023,Parts,0.026,0.5,0.5,1,,
TapeTech,LOCKWASHER 5/16 SAE MED TAPETECH,709024,Parts,0.00366,0.1,0.5,0.5,,
TapeTech,"3/8-16 THIN LOCKNUT, FLEXLOC TAPETECH",709027,Parts,0.09,0.2,0.5,0.5,,
TapeTech,SETSCREW 5/16-18 X 7/16 SOCK   TAPETECH,7090306,Parts,0,,,,,
TapeTech,O-RING 568-210 BUNA,7090346,Parts,0.01,,,,,
TapeTech,#63 S-HOOK 18-8 SST TAPETECH,709043,Parts,0.006,,,,,
TapeTech,LOCK CLIP,709046,Parts,0.01,,,,4.32,<p>Lock Clip</p>
TapeTech,TAPETECH 10 LOCKWASHER EXTERNAL,709050,Parts,0.0002,0.05,0.05,0.4,,
TapeTech,STOPNUT 1/4 - 20 ELASTIC THIN PAT,709052,Parts,0.004,0.4,0.75,0.75,0.48,<p>Replacement elastic stopnut 1/4-20 for TapeTech 72TT &amp;73TT Loading Pumps</p>
TapeTech,10-24 x 7/8 ROUND HEAD SST SCREW TAPETECH,709055,Parts,0.007,1,0.25,0.25,,
TapeTech,NUT 10-24 SST TAPETECH,709056,Parts,0.01,0.1,0.3,0.3,,
TapeTech,PISTON CUP AKA WIPER FOR 76TT,720009,Parts,0.01,,,,4.81,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
TapeTech,PISTON CUP WIPER PUMP,720045,Parts,0.1,,,,,
TapeTech,PUMP CYLINDER ONLY FITS 76TT,722003G,Parts,1.4,,,,120.67,<p>Replacement Pump Cylinder for TapeTech 76TT</p>
TapeTech,PUMP FOOT WIREFORM,722070,Parts,0.01,,,,7.74,<p>Replacement pump foot wireform for TapeTech Loading Pumps</p>
TapeTech,PUMP HEAD REPLACEMENT UNIVERSAL TAPETECH,724001,Parts,1,,,,,
TapeTech,CLAMP ASSEMBLY,724061F,Parts,0.0995,3,1,1,16.96,<p>Replacement draw latch assembly for TapeTech 72TT and 73TT loading pumps.</p>
TapeTech,QUICK RELEASE PIN,7240656,Parts,0.0395,2.5,1.5,0.5,,
TapeTech,PUMP HANDLE TAPETECH,726018,Parts,0.5,,,,,
TapeTech,"Wiper, U-Cup",729009,Parts,0.0225,3,3,1,6.86,"Wiper, U-Cup"
TapeTech,CAPSCREW 1/4-20 HEX HD S.S. TAPETECH,729051,Parts,0.031,0.5,0.5,2.2,,
TapeTech,O'RING (LARGE),729060,Parts,0.0035,2.5,2.5,0.001,1.03,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,"8-32 X 3/16"" BIND HEAD SCREW",7290636,Parts,0.01,,,,,
TapeTech,"8-32 X 3/8"" BIND HEAD SST SCREW TAPETECH",729064,Parts,0.01,0.3,0.2,0.2,,
TapeTech,O RING FLANGE,729071,Parts,0.01,1.5,1.5,0.25,0.90,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>  <ul>  <li>Replacement O ring flange</li>  </ul>"
TapeTech,O RING HEAD,729072,Parts,0.01,0.1,3,3,0.90,<p>For repair and maintenance of the 76TT EasyClean® pump</p>
TapeTech,"FOOT VALVE, UNIVERSAL",762011,Parts,0.2,,,,6.32,"FOOT VALVE, UNIVERSAL"
TapeTech,EXTRA LONG EASYCLEAN LOADING PUMP,76XLTT,Parts,13.3875,40.5,8.25,8,455.91,"<p>The TapeTech Extra Long EasyClean® Loading Pump was designed in conjunction with a major joint compound manufacturer to fit 30-gallon&nbsp;joint compound barrels perfectly, providing the extra length and stability you need. This pump is also very popular for workers who don’t like to bend over when filling tools with a standard loading pump.</p>"
TapeTech,PIVOT ARM FOR BOX HANDLE,800008,Parts,0.0795,2,1,0.2,23.39,Pivot Arm For Box Handle
TapeTech,CONNECTOR PLATE FOR BOX HANDLE,800018F,Parts,0.208,6,3,1,22.42,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,PIN,800021F,Parts,0.01,,,,4.81,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>  <ul>  <li>For maintenance and repair of the TapeTech EasyFinish Handle</li>  </ul>"
TapeTech,SHORT CONNECTOR,800027,Parts,0.02,0.01,6.5,0.3,17.86,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,COUPLING PIN (REPAIR ONLY BOX HANDLES),801009,Parts,0.006,,,,4.82,Coupling Pin (Repair Only Box Handles)
TapeTech,QUADRANT,802016,Parts,0.039,0.1,1.5,1.5,,
TapeTech,GRIP ASSEMBLY FOR BOX HANDLE,804003F,Parts,0.242,2,4.5,1,36.28,<p>Replacement Grip Assembly for TapeTech Box Handles</p>
TapeTech,HING ASSY.  UNIVERSAL WITH SERIAL NUMBER,808015F,Parts,0.61,5.5,2.75,1.25,25.68,"Hing Assy., Universal With Serial Number"
TapeTech,8-32 X 3/4 HEX SOC CUP PONT SET SCREW,8090046,Parts,0.004,0.75,0.25,0.25,,
TapeTech,WASHER #14 BRASS TAPETECH,809006,Parts,0.01,0.5,0.5,0.01,,
TapeTech,"5/16-18 x 3/4"" DOG POINT SCREW",809011,Parts,0.027,0.15,0.9,1.3,7.74,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,8-32 x 3/8 SOCKET HEAD SETSCREW,8090126,Parts,0.004,5,3,1,,
TapeTech,#8 MED SPRING LOCKWASHER,8090176,Parts,0.001,0.2,0.2,0.1,,
TapeTech,1/4--28 x 1/4 SOCKET C SETSCREW,8090246,Parts,0.002,0.25,0.25,0.25,,
TapeTech,CLEVIS PIN,809025,Parts,0.01,,,,0.58,"<p>Replacement&nbsp;Slotted Spring Pin 1/8 fits TapeTech tools:</p> <ul> 	<li>8034TT, &nbsp;8042TT, &nbsp;8054TT, &nbsp;&nbsp;8072TT, &nbsp;&nbsp;8134TT, &nbsp; 8142TT, &nbsp; 8154TT, &nbsp; 8172TT</li> </ul> <p>&nbsp;</p>"
TapeTech,O-RING -013 TAPETECH,809860,Parts,1,,,,,
TapeTech,SHORT CONNECTOR TAPETECH,810027,Parts,0.0375,0.1,0.25,10.5,,
TapeTech,SWIVEL AXLE TAPETECH,810028,Parts,0.1,,,,,
TapeTech,CONNECTOR PLATE  NOTCHED,811018,Parts,1,,,,26.09,<p>Connector Plate- TapeTech Xtender Flat Finisher Box Handle</p> <p>TapeTech- part #812018</p>
TapeTech,Grip Adjuster Spring,819038,Parts,0.01,,,,1.55,Grip Adjuster Spring
TapeTech,GOOSENECK CLEANING BRUSH,857355,Parts,0.299,11,4,1,32.34,"<p>Specifically designed to keep the gooseneck clean for optimal operation, this brush is the ideal stiffness to effectively remove the compound while the shaft has the flexibility to navigate the challenging shape of the gooseneck adapter.</p>"
TapeTech,"RND VINYL CAP BLK 315 ID 2"" TAPETECH",859016,Parts,0.01,,,,1.06,"<p>TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP</p>"
TapeTech,EXTRA LONG GOOSENECK,85XLTT,Parts,1,,,,136.64,<p>The TapeTech Extra Long Gooseneck is designed to work in conjunction with the 76XLTT EasyClean® Loading Pump. The foot of the gooseneck should always be placed on the same level or surface as the foot stand of the 76XLTT loading pump.</p>
TapeTech,GOOSENECK SPACER,861014,Parts,0.002,0.2,0.6,0.6,2.67,Gooseneck Spacer
TapeTech,"LINK, MASTER FOR BOXXTENDER HANDLE",880006F,Parts,0.01,0.3,1,1,5.22,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For repair or maintenance or TapeTech 88TTE Xtender Handle</li> </ul>"
TapeTech,Compression Spring,880028,Parts,0.01,,,,2.12,Compression Spring
TapeTech,Lock Block,880053,Parts,0.006,1,0.02,0.2,8.48,Lock Block
TapeTech,TAPETECH STOP OVERTRAVEL LIMIT,880061,Parts,0,,,,,
TapeTech,REAR BRAKE LEVER TAPETECH,881005,Parts,0.1,,,,,
TapeTech,PROFILE EXTRUSION TAPETECH,882002,Parts,1,,,,,
TapeTech,LOCKING PIN,882013,Parts,0.003,0.5,0.25,0.25,6.19,Locking Pin
TapeTech,LOCKING CLIP TAPETECH,882014,Parts,0.035,0.5,1.25,2,10.76,<p>TapeTech Locking Clip</p>
TapeTech,GUIDE PLUG TAPETECH,882016,Parts,0.017,,,,,
TapeTech,SPRING HOUSING TAPETECH,882039,Parts,0.08,4,1,1,,
TapeTech,HANDLE BRACKET TAPETECH,883003,Parts,0.0925,5,2,2,,
TapeTech,HANDLE BRACKET LEVER TAPETECH,883011,Parts,0.01,4,1,1,,
TapeTech,LIFTER FOR EXTENDER FLAT BOX HANDLE TAPETECH,883014,Parts,0.004,0.2,0.5,0.5,,
TapeTech,EXTRUSION INSERT TAPETECH,883020,Parts,1,,,,21.60,<p>TapeTech Extrusion Insert for XH-TT</p>
TapeTech,NS ADAPTER TAPETECH,883022,Parts,1,,,,,
TapeTech,5/32 DIA X 1-1/4 ROLL PIN TAPETECH,889009,Parts,0.004,1,0.1,0.1,,
TapeTech,6-32 X 3/8 HEX SOCKET CAPSCREW,8890156,Parts,0.01,0.35,0.35,0.35,,
TapeTech,1/4 X 1-1/4 SPRING PIN TAPETECH,889016,Parts,0.01,0.2,0.2,1,,
TapeTech,CONICAL SPRING,889017,Parts,0.002,0.5,0.1,0.5,2.77,Conical Spring
TapeTech,"Lockwasher, Special",889027,Parts,0.02,0.2,1,1,15.14,<p>Replacement special lockwasher for the TapeTech 88TTE flat box extender handle.</p>
TapeTech,6-32 x 1/4 PAN HEAD SCREW,889035,Parts,0.002,0.5,0.25,0.25,0.44,<p>6-32 x 1/4 PAN HEAD SCREW</p>
TapeTech,Nylon Spacer,889055,Parts,0.01,,,,0.66,Nylon Spacer
TapeTech,5/32 X 7/8 SPRING PIN 18-8 S.S. TAPETECH,889057,Parts,0.01,,,,,
TapeTech,TAPETECH 10-32X3/4 HEX SOC CAP SCR SST,889062,Parts,0.009,0.25,0.25,0.75,,
TapeTech,PUMP WASH SYSTEM TAPETECH,950004,Parts,4.73125,5,3,7.5,,
TapeTech,SWITCH WASH SYSTEM TAPETECH,950006,Parts,0.038,0.5,1.5,7,,
TapeTech,INLET STRAINER - WASH SYSTEM TAPETECH,950009,Parts,0.0205,1.25,1.5,1.5,,
TapeTech,AUTOMATIC TAPER EXTENSION,ATX01TT,Parts,3.5625,48.5,4,4,,
TapeTech,MUD DOG BANJO SPRING TAPETECH,BAN006TT,Parts,0.013,,,,,
TapeTech,CFS TOOL CLEANING COUPLING,CFSTCC,Parts,1,,,,,
TapeTech,CORNICE HEAD 55MM TAPETECH,CH55TT,Parts,0.6025,7,6,5,,
TapeTech,CORNICE HEAD 75MM TAPETECH,CH75TT,Parts,1.04,10,7,6,,
TapeTech,CORNICE HEAD 83MM TAPETECH,CH83TT,Parts,0.767,6,5,5,,
TapeTech,CORNICE HEAD 90MM TAPETECH,CH90TT,Parts,0.818,5,7,5.5,,
TapeTech,CLEANING NOZZLE ADAPTER,CNATT,Parts,0.0725,6,3,1,10.83,<p>The Adapter securely threads onto the Spray Nozzle and fits over the filler valve of the Automatic Taper to thoroughly clean the valve and the head without soaking the user. It can also be used to quickly clean the filler valve on the MudRunner® or Corner Applicators. Works with most brands of Automatic Tapers.</p>
TapeTech,CLEANING NOZZLE,CNTT,Parts,1,,,,10.22,<p>Cleaning Nozzle</p>
TapeTech,COMPOUND TUBE FILLER ADAPTER,CTA01TT,Parts,1,,,,12.57,"<p>The TapeTech Compound Tube Filler Adapter, together with any size compound tube, is an alternative to filling finishing boxes with the loading pump. It quickly attaches to compound tubes by removing the outlet assembly, inserting the Filler Adapter and securing it with the quick-release latches. Joint compound is drawn from the bucket making it easier to use when working on scaffolding.&nbsp;</p>"
TapeTech,GOOSENECK RISER TAPETECH,GSRTT,Parts,1,,,,6.56,<p>TapeTech Gooseneck Riser</p>
TapeTech,"6.5"" QUICKBOX QSX BLADES FLAT FINISHING",QB60035,Parts,0.004,7.25,0.24,0.5,20.35,"<p>6.5"" QuickBox QSX Blades - Flat Finish (Black) - 5 Pack</p>"
TapeTech,"6.5"" QUICKBOX QSX BLADES CROWNED FINISHING",QB60235,Parts,0.0165,0.15,0.5,7.25,20.35,"<p>6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack</p>"
TapeTech,"6.5""  QUICKBOX QSX BLADE FOR EXTERIOR SEAM",QB60335,Parts,0.017,7.5,0.5,0.2,,
TapeTech,"6.5"" QUICKBOX QSX BLADE NOTCHED  ADHESIVES",QB60435,Parts,0.02,7,0.5,0.2,,
TapeTech,QUICKBOX QSX BLADES FLAT FINISHING TAPETECH,QB80035,Parts,0.05,9.25,0.5,0.25,23.76,"<p>TapeTech 8"" QSX Flat Finishing Blades-5 per pack</p>"
TapeTech,QUICKBOX QSX BLADES CROWNED FINISHING TTECH,QB80235,Parts,0.2,,,,23.29,"<p>TapeTech 6.5"" QSX Crown Finishing Blades-5 per pack</p>"
TapeTech,QUICKBOX QSX NOTCHED ADHESIVES TAPETECH,QB80435,Parts,0.171,13,4,0.25,22.60,"<p>TapeTech 8"" QSX Notched Adhesive Blades 5 per pack</p>"
TapeTech,QUICK CONNECT ADAPTER,QCATT,Parts,1,,,,9.29,<p>Quick-Connect Adapter</p>
TapeTech,TAPER CABLE REPAIR TOOL,RTTCTT,Parts,1,,,,7.36,<p>Taper Cable Repair Tool</p>
TapeTech,TOOL CADDY,TC01TT,Parts,4.56,22,10.25,9.5,37.37,"<p>The Tool Caddy is the&nbsp;perfect accessory for workers who fill their finishing boxes with a compound tube instead of a loading pump. The durable design and construction of the Tool Caddy securely holds any size finishing box in the perfect filling position, even with the handle attached. It conveniently holds any length compound tube and filler adapter, preventing the need to place the tool on the floor or in the bucket of joint compound between fills. The position of the Tool Caddy’s support bracket can be adjusted to securely attach to almost any bucket height and is perfect to rest your finishing boxes even when using a loading pump. The Tool Caddy positions the finishing box securely, preventing the tool from falling or joint compound from leaking.</p>"
